            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2454400.500000000, A.D. 2007-Oct-27 00:00:00.0000,  1.465825571330032E+08, -2.942846127998536E+08, -8.952113475968897E+06,  1.891910537807121E+01,  8.184370751327926E+00, -2.545122962298065E+00,  1.097065989387656E+03,  3.288921095467274E+08,  1.178078420683985E+00,
2454401.500000000, A.D. 2007-Oct-28 00:00:00.0000,  1.482151192866752E+08, -2.935733912042425E+08, -9.171886436012924E+06,  1.887160495351845E+01,  8.279039231820526E+00, -2.542202729517625E+00,  1.097406513686453E+03,  3.289941961632723E+08,  1.185031089901674E+00,
2454402.500000000, A.D. 2007-Oct-29 00:00:00.0000,  1.498435566359240E+08, -2.928540039954050E+08, -9.391404150268570E+06,  1.882362421525472E+01,  8.373389143396322E+00, -2.539214532886396E+00,  1.097749036014712E+03,  3.290968817739811E+08,  1.191943999361800E+00,
2454403.500000000, A.D. 2007-Oct-30 00:00:00.0000,  1.514678277909642E+08, -2.921264788094527E+08, -9.610660756516337E+06,  1.877516569589659E+01,  8.467417903444604E+00, -2.536158600929585E+00,  1.098093544890391E+03,  3.292001629366238E+08,  1.198816987358916E+00,
2454404.500000000, A.D. 2007-Oct-31 00:00:00.0000,  1.530878915813550E+08, -2.913908435045059E+08, -9.829650412370965E+06,  1.872623194011163E+01,  8.561122955456264E+00, -2.533035164239681E+00,  1.098440028784866E+03,  3.293040361950056E+08,  1.205649892340031E+00,
2454405.500000000, A.D. 2007-Nov-01 00:00:00.0000,  1.547037070570070E+08, -2.906471261584508E+08, -1.004836729545799E+07,  1.867682550382776E+01,  8.654501768690551E+00, -2.529844455429991E+00,  1.098788476122980E+03,  3.294084980789826E+08,  1.212442552980657E+00,
2454406.500000000, A.D. 2007-Nov-02 00:00:00.0000,  1.563152334891242E+08, -2.898953550667351E+08, -1.026680560358720E+07,  1.862694895356512E+01,  8.747551837641277E+00, -2.526586709115362E+00,  1.099138875283151E+03,  3.295135451044914E+08,  1.219194808469981E+00,
2454407.500000000, A.D. 2007-Nov-03 00:00:00.0000,  1.579224303710981E+08, -2.891355587402149E+08, -1.048495955492575E+07,  1.857660486596066E+01,  8.840270681400797E+00, -2.523262161918737E+00,  1.099491214597575E+03,  3.296191737736126E+08,  1.225906498953356E+00,
2454408.500000000, A.D. 2007-Nov-04 00:00:00.0000,  1.595252574193685E+08, -2.883677659030578E+08, -1.070282338817273E+07,  1.852579582750744E+01,  8.932655843001324E+00, -2.519871052498948E+00,  1.099845482352581E+03,  3.297253805746759E+08,  1.232577466078387E+00,
2454409.500000000, A.D. 2007-Nov-05 00:00:00.0000,  1.611236745742709E+08, -2.875920054907014E+08, -1.092039136273672E+07,  1.847452443450332E+01,  9.024704888801869E+00, -2.516413621592948E+00,  1.100201666789148E+03,  3.298321619824157E+08,  1.239207553589544E+00,
2454410.500000000, A.D. 2007-Nov-06 00:00:00.0000,  1.627176420008888E+08, -2.868083066478608E+08, -1.113765775891757E+07,  1.842279329316178E+01,  9.116415407989789E+00, -2.512890112064865E+00,  1.100559756103594E+03,  3.299395144581769E+08,  1.245796607896456E+00,
