            JDTDB,            Calendar_Date,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR
2454512.5, A.D. 2008-Feb-16 00:00:00.0000,2.96E+08,-1.71E+08,-3.08E+07,1.12E+01,1.64E+01,-1.86E+00,1.14E+03,3.43E+08,1.69E+00
2454513.5, A.D. 2008-Feb-17 00:00:00.0000,2.97E+08,-1.70E+08,-3.09E+07,1.12E+01,1.64E+01,-1.85E+00,1.15E+03,3.43E+08,1.69E+00
2454514.5, A.D. 2008-Feb-18 00:00:00.0000,2.98E+08,-1.68E+08,-3.11E+07,1.11E+01,1.65E+01,-1.84E+00,1.15E+03,3.43E+08,1.69E+00
2454515.5, A.D. 2008-Feb-19 00:00:00.0000,2.99E+08,-1.67E+08,-3.13E+07,1.10E+01,1.65E+01,-1.83E+00,1.15E+03,3.44E+08,1.69E+00
2454516.5, A.D. 2008-Feb-20 00:00:00.0000,3.00E+08,-1.66E+08,-3.14E+07,1.09E+01,1.66E+01,-1.82E+00,1.15E+03,3.44E+08,1.70E+00
2454517.5, A.D. 2008-Feb-21 00:00:00.0000,3.01E+08,-1.64E+08,-3.16E+07,1.08E+01,1.66E+01,-1.81E+00,1.15E+03,3.44E+08,1.70E+00
2454518.5, A.D. 2008-Feb-22 00:00:00.0000,3.02E+08,-1.63E+08,-3.17E+07,1.07E+01,1.66E+01,-1.81E+00,1.15E+03,3.44E+08,1.70E+00
2454519.5, A.D. 2008-Feb-23 00:00:00.0000,3.02E+08,-1.61E+08,-3.19E+07,1.06E+01,1.67E+01,-1.80E+00,1.15E+03,3.44E+08,1.70E+00
2454520.5, A.D. 2008-Feb-24 00:00:00.0000,3.03E+08,-1.60E+08,-3.20E+07,1.06E+01,1.67E+01,-1.79E+00,1.15E+03,3.44E+08,1.70E+00
2454521.5, A.D. 2008-Feb-25 00:00:00.0000,3.04E+08,-1.58E+08,-3.22E+07,1.05E+01,1.68E+01,-1.78E+00,1.15E+03,3.45E+08,1.70E+00
2454522.5, A.D. 2008-Feb-26 00:00:00.0000,3.05E+08,-1.57E+08,-3.24E+07,1.04E+01,1.68E+01,-1.77E+00,1.15E+03,3.45E+08,1.71E+00
2454523.5, A.D. 2008-Feb-27 00:00:00.0000,3.06E+08,-1.55E+08,-3.25E+07,1.03E+01,1.69E+01,-1.76E+00,1.15E+03,3.45E+08,1.71E+00
2454524.5, A.D. 2008-Feb-28 00:00:00.0000,3.07E+08,-1.54E+08,-3.27E+07,1.02E+01,1.69E+01,-1.75E+00,1.15E+03,3.45E+08,1.71E+00
2454525.5, A.D. 2008-Feb-29 00:00:00.0000,3.08E+08,-1.53E+08,-3.28E+07,1.01E+01,1.70E+01,-1.74E+00,1.15E+03,3.45E+08,1.71E+00
2454526.5, A.D. 2008-Mar-01 00:00:00.0000,3.09E+08,-1.51E+08,-3.30E+07,1.01E+01,1.70E+01,-1.73E+00,1.15E+03,3.45E+08,1.71E+00
2454527.5, A.D. 2008-Mar-02 00:00:00.0000,3.10E+08,-1.50E+08,-3.31E+07,9.96E+00,1.70E+01,-1.72E+00,1.15E+03,3.45E+08,1.71E+00
2454528.5, A.D. 2008-Mar-03 00:00:00.0000,3.10E+08,-1.48E+08,-3.33E+07,9.88E+00,1.71E+01,-1.71E+00,1.15E+03,3.46E+08,1.71E+00
2454529.5, A.D. 2008-Mar-04 00:00:00.0000,3.11E+08,-1.47E+08,-3.34E+07,9.79E+00,1.71E+01,-1.71E+00,1.15E+03,3.46E+08,1.72E+00
2454530.5, A.D. 2008-Mar-05 00:00:00.0000,3.12E+08,-1.45E+08,-3.36E+07,9.70E+00,1.72E+01,-1.70E+00,1.15E+03,3.46E+08,1.72E+00
2454531.5, A.D. 2008-Mar-06 00:00:00.0000,3.13E+08,-1.44E+08,-3.37E+07,9.62E+00,1.72E+01,-1.69E+00,1.15E+03,3.46E+08,1.72E+00
2454532.5, A.D. 2008-Mar-07 00:00:00.0000,3.14E+08,-1.42E+08,-3.38E+07,9.53E+00,1.72E+01,-1.68E+00,1.15E+03,3.46E+08,1.72E+00
2454533.5, A.D. 2008-Mar-08 00:00:00.0000,3.15E+08,-1.41E+08,-3.40E+07,9.44E+00,1.73E+01,-1.67E+00,1.16E+03,3.46E+08,1.72E+00
2454534.5, A.D. 2008-Mar-09 00:00:00.0000,3.15E+08,-1.39E+08,-3.41E+07,9.36E+00,1.73E+01,-1.66E+00,1.16E+03,3.46E+08,1.72E+00
2454535.5, A.D. 2008-Mar-10 00:00:00.0000,3.16E+08,-1.38E+08,-3.43E+07,9.27E+00,1.74E+01,-1.65E+00,1.16E+03,3.47E+08,1.72E+00
2454536.5, A.D. 2008-Mar-11 00:00:00.0000,3.17E+08,-1.36E+08,-3.44E+07,9.18E+00,1.74E+01,-1.64E+00,1.16E+03,3.47E+08,1.72E+00
2454537.5, A.D. 2008-Mar-12 00:00:00.0000,3.18E+08,-1.35E+08,-3.46E+07,9.10E+00,1.74E+01,-1.63E+00,1.16E+03,3.47E+08,1.72E+00
2454538.5, A.D. 2008-Mar-13 00:00:00.0000,3.19E+08,-1.33E+08,-3.47E+07,9.01E+00,1.75E+01,-1.62E+00,1.16E+03,3.47E+08,1.73E+00
2454539.5, A.D. 2008-Mar-14 00:00:00.0000,3.19E+08,-1.32E+08,-3.48E+07,8.92E+00,1.75E+01,-1.61E+00,1.16E+03,3.47E+08,1.73E+00
2454540.5, A.D. 2008-Mar-15 00:00:00.0000,3.20E+08,-1.30E+08,-3.50E+07,8.83E+00,1.75E+01,-1.60E+00,1.16E+03,3.47E+08,1.73E+00
2454541.5, A.D. 2008-Mar-16 00:00:00.0000,3.21E+08,-1.29E+08,-3.51E+07,8.75E+00,1.76E+01,-1.59E+00,1.16E+03,3.47E+08,1.73E+00
2454542.5, A.D. 2008-Mar-17 00:00:00.0000,3.22E+08,-1.27E+08,-3.53E+07,8.66E+00,1.76E+01,-1.58E+00,1.16E+03,3.48E+08,1.73E+00
2454543.5, A.D. 2008-Mar-18 00:00:00.0000,3.22E+08,-1.26E+08,-3.54E+07,8.57E+00,1.77E+01,-1.57E+00,1.16E+03,3.48E+08,1.73E+00
2454544.5, A.D. 2008-Mar-19 00:00:00.0000,3.23E+08,-1.24E+08,-3.55E+07,8.48E+00,1.77E+01,-1.56E+00,1.16E+03,3.48E+08,1.73E+00
2454545.5, A.D. 2008-Mar-20 00:00:00.0000,3.24E+08,-1.23E+08,-3.57E+07,8.39E+00,1.77E+01,-1.55E+00,1.16E+03,3.48E+08,1.73E+00
2454546.5, A.D. 2008-Mar-21 00:00:00.0000,3.25E+08,-1.21E+08,-3.58E+07,8.31E+00,1.78E+01,-1.54E+00,1.16E+03,3.48E+08,1.73E+00
2454547.5, A.D. 2008-Mar-22 00:00:00.0000,3.25E+08,-1.19E+08,-3.59E+07,8.22E+00,1.78E+01,-1.53E+00,1.16E+03,3.48E+08,1.73E+00
2454548.5, A.D. 2008-Mar-23 00:00:00.0000,3.26E+08,-1.18E+08,-3.61E+07,8.13E+00,1.78E+01,-1.52E+00,1.16E+03,3.49E+08,1.73E+00
2454549.5, A.D. 2008-Mar-24 00:00:00.0000,3.27E+08,-1.16E+08,-3.62E+07,8.04E+00,1.78E+01,-1.51E+00,1.16E+03,3.49E+08,1.73E+00
2454550.5, A.D. 2008-Mar-25 00:00:00.0000,3.27E+08,-1.15E+08,-3.63E+07,7.95E+00,1.79E+01,-1.50E+00,1.16E+03,3.49E+08,1.73E+00
2454551.5, A.D. 2008-Mar-26 00:00:00.0000,3.28E+08,-1.13E+08,-3.64E+07,7.87E+00,1.79E+01,-1.49E+00,1.16E+03,3.49E+08,1.73E+00
2454552.5, A.D. 2008-Mar-27 00:00:00.0000,3.29E+08,-1.12E+08,-3.66E+07,7.78E+00,1.79E+01,-1.48E+00,1.16E+03,3.49E+08,1.73E+00
2454553.5, A.D. 2008-Mar-28 00:00:00.0000,3.29E+08,-1.10E+08,-3.67E+07,7.69E+00,1.80E+01,-1.48E+00,1.17E+03,3.49E+08,1.73E+00
2454554.5, A.D. 2008-Mar-29 00:00:00.0000,3.30E+08,-1.09E+08,-3.68E+07,7.60E+00,1.80E+01,-1.47E+00,1.17E+03,3.49E+08,1.74E+00
2454555.5, A.D. 2008-Mar-30 00:00:00.0000,3.31E+08,-1.07E+08,-3.70E+07,7.51E+00,1.80E+01,-1.46E+00,1.17E+03,3.50E+08,1.74E+00
2454556.5, A.D. 2008-Mar-31 00:00:00.0000,3.31E+08,-1.06E+08,-3.71E+07,7.42E+00,1.81E+01,-1.45E+00,1.17E+03,3.50E+08,1.74E+00
2454557.5, A.D. 2008-Apr-01 00:00:00.0000,3.32E+08,-1.04E+08,-3.72E+07,7.33E+00,1.81E+01,-1.44E+00,1.17E+03,3.50E+08,1.74E+00
2454558.5, A.D. 2008-Apr-02 00:00:00.0000,3.33E+08,-1.02E+08,-3.73E+07,7.24E+00,1.81E+01,-1.43E+00,1.17E+03,3.50E+08,1.74E+00
2454559.5, A.D. 2008-Apr-03 00:00:00.0000,3.33E+08,-1.01E+08,-3.75E+07,7.16E+00,1.81E+01,-1.42E+00,1.17E+03,3.50E+08,1.74E+00
2454560.5, A.D. 2008-Apr-04 00:00:00.0000,3.34E+08,-9.93E+07,-3.76E+07,7.07E+00,1.82E+01,-1.41E+00,1.17E+03,3.50E+08,1.74E+00
2454561.5, A.D. 2008-Apr-05 00:00:00.0000,3.34E+08,-9.77E+07,-3.77E+07,6.98E+00,1.82E+01,-1.40E+00,1.17E+03,3.50E+08,1.74E+00
2454562.5, A.D. 2008-Apr-06 00:00:00.0000,3.35E+08,-9.62E+07,-3.78E+07,6.89E+00,1.82E+01,-1.39E+00,1.17E+03,3.51E+08,1.74E+00
2454563.5, A.D. 2008-Apr-07 00:00:00.0000,3.36E+08,-9.46E+07,-3.79E+07,6.80E+00,1.82E+01,-1.38E+00,1.17E+03,3.51E+08,1.74E+00
2454564.5, A.D. 2008-Apr-08 00:00:00.0000,3.36E+08,-9.30E+07,-3.81E+07,6.71E+00,1.83E+01,-1.37E+00,1.17E+03,3.51E+08,1.74E+00
2454565.5, A.D. 2008-Apr-09 00:00:00.0000,3.37E+08,-9.14E+07,-3.82E+07,6.62E+00,1.83E+01,-1.36E+00,1.17E+03,3.51E+08,1.74E+00
2454566.5, A.D. 2008-Apr-10 00:00:00.0000,3.37E+08,-8.98E+07,-3.83E+07,6.53E+00,1.83E+01,-1.34E+00,1.17E+03,3.51E+08,1.74E+00
2454567.5, A.D. 2008-Apr-11 00:00:00.0000,3.38E+08,-8.83E+07,-3.84E+07,6.44E+00,1.83E+01,-1.33E+00,1.17E+03,3.51E+08,1.73E+00
2454568.5, A.D. 2008-Apr-12 00:00:00.0000,3.39E+08,-8.67E+07,-3.85E+07,6.35E+00,1.84E+01,-1.32E+00,1.17E+03,3.52E+08,1.73E+00
2454569.5, A.D. 2008-Apr-13 00:00:00.0000,3.39E+08,-8.51E+07,-3.86E+07,6.26E+00,1.84E+01,-1.31E+00,1.17E+03,3.52E+08,1.73E+00
2454570.5, A.D. 2008-Apr-14 00:00:00.0000,3.40E+08,-8.35E+07,-3.87E+07,6.17E+00,1.84E+01,-1.30E+00,1.17E+03,3.52E+08,1.73E+00
2454571.5, A.D. 2008-Apr-15 00:00:00.0000,3.40E+08,-8.19E+07,-3.89E+07,6.08E+00,1.84E+01,-1.29E+00,1.17E+03,3.52E+08,1.73E+00
2454572.5, A.D. 2008-Apr-16 00:00:00.0000,3.41E+08,-8.03E+07,-3.90E+07,5.99E+00,1.85E+01,-1.28E+00,1.17E+03,3.52E+08,1.73E+00
2454573.5, A.D. 2008-Apr-17 00:00:00.0000,3.41E+08,-7.87E+07,-3.91E+07,5.91E+00,1.85E+01,-1.27E+00,1.18E+03,3.52E+08,1.73E+00
2454574.5, A.D. 2008-Apr-18 00:00:00.0000,3.42E+08,-7.71E+07,-3.92E+07,5.82E+00,1.85E+01,-1.26E+00,1.18E+03,3.52E+08,1.73E+00
2454575.5, A.D. 2008-Apr-19 00:00:00.0000,3.42E+08,-7.55E+07,-3.93E+07,5.73E+00,1.85E+01,-1.25E+00,1.18E+03,3.53E+08,1.73E+00
2454576.5, A.D. 2008-Apr-20 00:00:00.0000,3.43E+08,-7.39E+07,-3.94E+07,5.64E+00,1.85E+01,-1.24E+00,1.18E+03,3.53E+08,1.73E+00
2454577.5, A.D. 2008-Apr-21 00:00:00.0000,3.43E+08,-7.23E+07,-3.95E+07,5.55E+00,1.86E+01,-1.23E+00,1.18E+03,3.53E+08,1.73E+00
2454578.5, A.D. 2008-Apr-22 00:00:00.0000,3.44E+08,-7.07E+07,-3.96E+07,5.46E+00,1.86E+01,-1.22E+00,1.18E+03,3.53E+08,1.73E+00
2454579.5, A.D. 2008-Apr-23 00:00:00.0000,3.44E+08,-6.91E+07,-3.97E+07,5.37E+00,1.86E+01,-1.21E+00,1.18E+03,3.53E+08,1.73E+00
2454580.5, A.D. 2008-Apr-24 00:00:00.0000,3.45E+08,-6.75E+07,-3.98E+07,5.28E+00,1.86E+01,-1.20E+00,1.18E+03,3.53E+08,1.73E+00
2454581.5, A.D. 2008-Apr-25 00:00:00.0000,3.45E+08,-6.59E+07,-3.99E+07,5.19E+00,1.86E+01,-1.19E+00,1.18E+03,3.53E+08,1.73E+00
2454582.5, A.D. 2008-Apr-26 00:00:00.0000,3.45E+08,-6.43E+07,-4.00E+07,5.10E+00,1.86E+01,-1.18E+00,1.18E+03,3.54E+08,1.73E+00
2454583.5, A.D. 2008-Apr-27 00:00:00.0000,3.46E+08,-6.27E+07,-4.01E+07,5.01E+00,1.87E+01,-1.17E+00,1.18E+03,3.54E+08,1.73E+00
2454584.5, A.D. 2008-Apr-28 00:00:00.0000,3.46E+08,-6.11E+07,-4.02E+07,4.92E+00,1.87E+01,-1.16E+00,1.18E+03,3.54E+08,1.72E+00
2454585.5, A.D. 2008-Apr-29 00:00:00.0000,3.47E+08,-5.94E+07,-4.03E+07,4.83E+00,1.87E+01,-1.15E+00,1.18E+03,3.54E+08,1.72E+00
2454586.5, A.D. 2008-Apr-30 00:00:00.0000,3.47E+08,-5.78E+07,-4.04E+07,4.74E+00,1.87E+01,-1.14E+00,1.18E+03,3.54E+08,1.72E+00
2454587.5, A.D. 2008-May-01 00:00:00.0000,3.48E+08,-5.62E+07,-4.05E+07,4.65E+00,1.87E+01,-1.13E+00,1.18E+03,3.54E+08,1.72E+00
2454588.5, A.D. 2008-May-02 00:00:00.0000,3.48E+08,-5.46E+07,-4.06E+07,4.56E+00,1.87E+01,-1.12E+00,1.18E+03,3.55E+08,1.72E+00
2454589.5, A.D. 2008-May-03 00:00:00.0000,3.48E+08,-5.30E+07,-4.07E+07,4.47E+00,1.87E+01,-1.11E+00,1.18E+03,3.55E+08,1.72E+00
2454590.5, A.D. 2008-May-04 00:00:00.0000,3.49E+08,-5.14E+07,-4.08E+07,4.38E+00,1.88E+01,-1.10E+00,1.18E+03,3.55E+08,1.72E+00
2454591.5, A.D. 2008-May-05 00:00:00.0000,3.49E+08,-4.97E+07,-4.09E+07,4.29E+00,1.88E+01,-1.09E+00,1.18E+03,3.55E+08,1.72E+00
2454592.5, A.D. 2008-May-06 00:00:00.0000,3.49E+08,-4.81E+07,-4.10E+07,4.20E+00,1.88E+01,-1.08E+00,1.18E+03,3.55E+08,1.72E+00
2454593.5, A.D. 2008-May-07 00:00:00.0000,3.50E+08,-4.65E+07,-4.11E+07,4.11E+00,1.88E+01,-1.07E+00,1.19E+03,3.55E+08,1.71E+00
2454594.5, A.D. 2008-May-08 00:00:00.0000,3.50E+08,-4.49E+07,-4.12E+07,4.03E+00,1.88E+01,-1.06E+00,1.19E+03,3.55E+08,1.71E+00
2454595.5, A.D. 2008-May-09 00:00:00.0000,3.51E+08,-4.32E+07,-4.13E+07,3.94E+00,1.88E+01,-1.04E+00,1.19E+03,3.56E+08,1.71E+00
2454596.5, A.D. 2008-May-10 00:00:00.0000,3.51E+08,-4.16E+07,-4.14E+07,3.85E+00,1.88E+01,-1.03E+00,1.19E+03,3.56E+08,1.71E+00
2454597.5, A.D. 2008-May-11 00:00:00.0000,3.51E+08,-4.00E+07,-4.15E+07,3.76E+00,1.88E+01,-1.02E+00,1.19E+03,3.56E+08,1.71E+00
2454598.5, A.D. 2008-May-12 00:00:00.0000,3.51E+08,-3.84E+07,-4.16E+07,3.67E+00,1.89E+01,-1.01E+00,1.19E+03,3.56E+08,1.71E+00
2454599.5, A.D. 2008-May-13 00:00:00.0000,3.52E+08,-3.67E+07,-4.16E+07,3.58E+00,1.89E+01,-1.00E+00,1.19E+03,3.56E+08,1.71E+00
2454600.5, A.D. 2008-May-14 00:00:00.0000,3.52E+08,-3.51E+07,-4.17E+07,3.49E+00,1.89E+01,-9.92E-01,1.19E+03,3.56E+08,1.71E+00
2454601.5, A.D. 2008-May-15 00:00:00.0000,3.52E+08,-3.35E+07,-4.18E+07,3.40E+00,1.89E+01,-9.81E-01,1.19E+03,3.56E+08,1.70E+00
2454602.5, A.D. 2008-May-16 00:00:00.0000,3.53E+08,-3.18E+07,-4.19E+07,3.31E+00,1.89E+01,-9.71E-01,1.19E+03,3.57E+08,1.70E+00
2454603.5, A.D. 2008-May-17 00:00:00.0000,3.53E+08,-3.02E+07,-4.20E+07,3.22E+00,1.89E+01,-9.60E-01,1.19E+03,3.57E+08,1.70E+00
2454604.5, A.D. 2008-May-18 00:00:00.0000,3.53E+08,-2.86E+07,-4.21E+07,3.13E+00,1.89E+01,-9.50E-01,1.19E+03,3.57E+08,1.70E+00
2454605.5, A.D. 2008-May-19 00:00:00.0000,3.54E+08,-2.69E+07,-4.21E+07,3.04E+00,1.89E+01,-9.39E-01,1.19E+03,3.57E+08,1.70E+00
2454606.5, A.D. 2008-May-20 00:00:00.0000,3.54E+08,-2.53E+07,-4.22E+07,2.95E+00,1.89E+01,-9.28E-01,1.19E+03,3.57E+08,1.70E+00
2454607.5, A.D. 2008-May-21 00:00:00.0000,3.54E+08,-2.37E+07,-4.23E+07,2.87E+00,1.89E+01,-9.18E-01,1.19E+03,3.57E+08,1.69E+00
2454608.5, A.D. 2008-May-22 00:00:00.0000,3.54E+08,-2.20E+07,-4.24E+07,2.78E+00,1.89E+01,-9.07E-01,1.19E+03,3.57E+08,1.69E+00
2454609.5, A.D. 2008-May-23 00:00:00.0000,3.55E+08,-2.04E+07,-4.25E+07,2.69E+00,1.89E+01,-8.96E-01,1.19E+03,3.58E+08,1.69E+00
2454610.5, A.D. 2008-May-24 00:00:00.0000,3.55E+08,-1.88E+07,-4.25E+07,2.60E+00,1.89E+01,-8.86E-01,1.19E+03,3.58E+08,1.69E+00
2454611.5, A.D. 2008-May-25 00:00:00.0000,3.55E+08,-1.71E+07,-4.26E+07,2.51E+00,1.89E+01,-8.75E-01,1.19E+03,3.58E+08,1.69E+00
2454612.5, A.D. 2008-May-26 00:00:00.0000,3.55E+08,-1.55E+07,-4.27E+07,2.42E+00,1.89E+01,-8.64E-01,1.19E+03,3.58E+08,1.68E+00
2454613.5, A.D. 2008-May-27 00:00:00.0000,3.55E+08,-1.39E+07,-4.28E+07,2.33E+00,1.89E+01,-8.54E-01,1.19E+03,3.58E+08,1.68E+00
2454614.5, A.D. 2008-May-28 00:00:00.0000,3.56E+08,-1.22E+07,-4.28E+07,2.24E+00,1.90E+01,-8.43E-01,1.20E+03,3.58E+08,1.68E+00
2454615.5, A.D. 2008-May-29 00:00:00.0000,3.56E+08,-1.06E+07,-4.29E+07,2.15E+00,1.90E+01,-8.32E-01,1.20E+03,3.58E+08,1.68E+00
2454616.5, A.D. 2008-May-30 00:00:00.0000,3.56E+08,-8.94E+06,-4.30E+07,2.07E+00,1.90E+01,-8.22E-01,1.20E+03,3.59E+08,1.68E+00
2454617.5, A.D. 2008-May-31 00:00:00.0000,3.56E+08,-7.30E+06,-4.31E+07,1.98E+00,1.90E+01,-8.11E-01,1.20E+03,3.59E+08,1.67E+00
2454618.5, A.D. 2008-Jun-01 00:00:00.0000,3.56E+08,-5.66E+06,-4.31E+07,1.89E+00,1.90E+01,-8.00E-01,1.20E+03,3.59E+08,1.67E+00
2454619.5, A.D. 2008-Jun-02 00:00:00.0000,3.56E+08,-4.02E+06,-4.32E+07,1.80E+00,1.90E+01,-7.90E-01,1.20E+03,3.59E+08,1.67E+00
2454620.5, A.D. 2008-Jun-03 00:00:00.0000,3.57E+08,-2.39E+06,-4.33E+07,1.71E+00,1.90E+01,-7.79E-01,1.20E+03,3.59E+08,1.67E+00
2454621.5, A.D. 2008-Jun-04 00:00:00.0000,3.57E+08,-7.47E+05,-4.33E+07,1.62E+00,1.90E+01,-7.68E-01,1.20E+03,3.59E+08,1.67E+00
2454622.5, A.D. 2008-Jun-05 00:00:00.0000,3.57E+08,8.92E+05,-4.34E+07,1.54E+00,1.90E+01,-7.58E-01,1.20E+03,3.60E+08,1.66E+00
2454623.5, A.D. 2008-Jun-06 00:00:00.0000,3.57E+08,2.53E+06,-4.35E+07,1.45E+00,1.90E+01,-7.47E-01,1.20E+03,3.60E+08,1.66E+00
2454624.5, A.D. 2008-Jun-07 00:00:00.0000,3.57E+08,4.17E+06,-4.35E+07,1.36E+00,1.90E+01,-7.36E-01,1.20E+03,3.60E+08,1.66E+00
2454625.5, A.D. 2008-Jun-08 00:00:00.0000,3.57E+08,5.81E+06,-4.36E+07,1.27E+00,1.90E+01,-7.25E-01,1.20E+03,3.60E+08,1.66E+00
2454626.5, A.D. 2008-Jun-09 00:00:00.0000,3.57E+08,7.45E+06,-4.36E+07,1.18E+00,1.90E+01,-7.15E-01,1.20E+03,3.60E+08,1.65E+00
2454627.5, A.D. 2008-Jun-10 00:00:00.0000,3.57E+08,9.08E+06,-4.37E+07,1.10E+00,1.90E+01,-7.04E-01,1.20E+03,3.60E+08,1.65E+00
2454628.5, A.D. 2008-Jun-11 00:00:00.0000,3.58E+08,1.07E+07,-4.38E+07,1.01E+00,1.90E+01,-6.93E-01,1.20E+03,3.60E+08,1.65E+00
2454629.5, A.D. 2008-Jun-12 00:00:00.0000,3.58E+08,1.24E+07,-4.38E+07,9.22E-01,1.90E+01,-6.83E-01,1.20E+03,3.61E+08,1.65E+00
2454630.5, A.D. 2008-Jun-13 00:00:00.0000,3.58E+08,1.40E+07,-4.39E+07,8.34E-01,1.89E+01,-6.72E-01,1.20E+03,3.61E+08,1.64E+00
2454631.5, A.D. 2008-Jun-14 00:00:00.0000,3.58E+08,1.56E+07,-4.39E+07,7.47E-01,1.89E+01,-6.61E-01,1.20E+03,3.61E+08,1.64E+00
2454632.5, A.D. 2008-Jun-15 00:00:00.0000,3.58E+08,1.73E+07,-4.40E+07,6.60E-01,1.89E+01,-6.50E-01,1.20E+03,3.61E+08,1.64E+00
2454633.5, A.D. 2008-Jun-16 00:00:00.0000,3.58E+08,1.89E+07,-4.41E+07,5.73E-01,1.89E+01,-6.40E-01,1.20E+03,3.61E+08,1.64E+00
2454634.5, A.D. 2008-Jun-17 00:00:00.0000,3.58E+08,2.05E+07,-4.41E+07,4.85E-01,1.89E+01,-6.29E-01,1.20E+03,3.61E+08,1.63E+00
2454635.5, A.D. 2008-Jun-18 00:00:00.0000,3.58E+08,2.22E+07,-4.42E+07,3.98E-01,1.89E+01,-6.18E-01,1.21E+03,3.61E+08,1.63E+00
2454636.5, A.D. 2008-Jun-19 00:00:00.0000,3.58E+08,2.38E+07,-4.42E+07,3.11E-01,1.89E+01,-6.07E-01,1.21E+03,3.61E+08,1.63E+00
2454637.5, A.D. 2008-Jun-20 00:00:00.0000,3.58E+08,2.54E+07,-4.43E+07,2.25E-01,1.89E+01,-5.97E-01,1.21E+03,3.62E+08,1.63E+00
2454638.5, A.D. 2008-Jun-21 00:00:00.0000,3.58E+08,2.71E+07,-4.43E+07,1.38E-01,1.89E+01,-5.86E-01,1.21E+03,3.62E+08,1.62E+00
2454639.5, A.D. 2008-Jun-22 00:00:00.0000,3.58E+08,2.87E+07,-4.44E+07,5.11E-02,1.89E+01,-5.75E-01,1.21E+03,3.62E+08,1.62E+00
2454640.5, A.D. 2008-Jun-23 00:00:00.0000,3.58E+08,3.03E+07,-4.44E+07,-3.54E-02,1.89E+01,-5.65E-01,1.21E+03,3.62E+08,1.62E+00
2454641.5, A.D. 2008-Jun-24 00:00:00.0000,3.58E+08,3.20E+07,-4.45E+07,-1.22E-01,1.89E+01,-5.54E-01,1.21E+03,3.62E+08,1.62E+00
2454642.5, A.D. 2008-Jun-25 00:00:00.0000,3.58E+08,3.36E+07,-4.45E+07,-2.08E-01,1.89E+01,-5.43E-01,1.21E+03,3.62E+08,1.61E+00
2454643.5, A.D. 2008-Jun-26 00:00:00.0000,3.58E+08,3.52E+07,-4.46E+07,-2.94E-01,1.89E+01,-5.32E-01,1.21E+03,3.62E+08,1.61E+00
2454644.5, A.D. 2008-Jun-27 00:00:00.0000,3.58E+08,3.69E+07,-4.46E+07,-3.81E-01,1.89E+01,-5.22E-01,1.21E+03,3.63E+08,1.61E+00
2454645.5, A.D. 2008-Jun-28 00:00:00.0000,3.58E+08,3.85E+07,-4.47E+07,-4.67E-01,1.89E+01,-5.11E-01,1.21E+03,3.63E+08,1.60E+00
2454646.5, A.D. 2008-Jun-29 00:00:00.0000,3.58E+08,4.01E+07,-4.47E+07,-5.53E-01,1.88E+01,-5.00E-01,1.21E+03,3.63E+08,1.60E+00
2454647.5, A.D. 2008-Jun-30 00:00:00.0000,3.58E+08,4.18E+07,-4.47E+07,-6.38E-01,1.88E+01,-4.89E-01,1.21E+03,3.63E+08,1.60E+00
2454648.5, A.D. 2008-Jul-01 00:00:00.0000,3.58E+08,4.34E+07,-4.48E+07,-7.24E-01,1.88E+01,-4.79E-01,1.21E+03,3.63E+08,1.59E+00
2454649.5, A.D. 2008-Jul-02 00:00:00.0000,3.58E+08,4.50E+07,-4.48E+07,-8.10E-01,1.88E+01,-4.68E-01,1.21E+03,3.63E+08,1.59E+00
2454650.5, A.D. 2008-Jul-03 00:00:00.0000,3.58E+08,4.66E+07,-4.49E+07,-8.95E-01,1.88E+01,-4.57E-01,1.21E+03,3.63E+08,1.59E+00
2454651.5, A.D. 2008-Jul-04 00:00:00.0000,3.58E+08,4.83E+07,-4.49E+07,-9.81E-01,1.88E+01,-4.47E-01,1.21E+03,3.64E+08,1.59E+00
2454652.5, A.D. 2008-Jul-05 00:00:00.0000,3.57E+08,4.99E+07,-4.49E+07,-1.07E+00,1.88E+01,-4.36E-01,1.21E+03,3.64E+08,1.58E+00
2454653.5, A.D. 2008-Jul-06 00:00:00.0000,3.57E+08,5.15E+07,-4.50E+07,-1.15E+00,1.88E+01,-4.25E-01,1.21E+03,3.64E+08,1.58E+00
2454654.5, A.D. 2008-Jul-07 00:00:00.0000,3.57E+08,5.31E+07,-4.50E+07,-1.24E+00,1.88E+01,-4.14E-01,1.21E+03,3.64E+08,1.58E+00
2454655.5, A.D. 2008-Jul-08 00:00:00.0000,3.57E+08,5.47E+07,-4.50E+07,-1.32E+00,1.87E+01,-4.04E-01,1.21E+03,3.64E+08,1.57E+00
2454656.5, A.D. 2008-Jul-09 00:00:00.0000,3.57E+08,5.64E+07,-4.51E+07,-1.41E+00,1.87E+01,-3.93E-01,1.22E+03,3.64E+08,1.57E+00
2454657.5, A.D. 2008-Jul-10 00:00:00.0000,3.57E+08,5.80E+07,-4.51E+07,-1.49E+00,1.87E+01,-3.82E-01,1.22E+03,3.64E+08,1.57E+00
2454658.5, A.D. 2008-Jul-11 00:00:00.0000,3.57E+08,5.96E+07,-4.51E+07,-1.57E+00,1.87E+01,-3.72E-01,1.22E+03,3.65E+08,1.56E+00
