            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR
2454544.5, A.D. 2008-Mar-19 00:00:00.0000,-1.49E+08,3.50E+06,2.31E+02,-1.18E+00,-2.99E+01,1.68E-03,4.97E+02,1.49E+08,4.77E-01
2454545.5, A.D. 2008-Mar-20 00:00:00.0000,-1.49E+08,9.17E+05,3.75E+02,-6.65E-01,-2.99E+01,1.66E-03,4.97E+02,1.49E+08,4.81E-01
2454546.5, A.D. 2008-Mar-21 00:00:00.0000,-1.49E+08,-1.67E+06,5.15E+02,-1.51E-01,-2.99E+01,1.58E-03,4.97E+02,1.49E+08,4.85E-01
2454547.5, A.D. 2008-Mar-22 00:00:00.0000,-1.49E+08,-4.25E+06,6.46E+02,3.62E-01,-2.99E+01,1.45E-03,4.97E+02,1.49E+08,4.89E-01
2454548.5, A.D. 2008-Mar-23 00:00:00.0000,-1.49E+08,-6.83E+06,7.65E+02,8.75E-01,-2.99E+01,1.28E-03,4.97E+02,1.49E+08,4.93E-01
2454549.5, A.D. 2008-Mar-24 00:00:00.0000,-1.49E+08,-9.41E+06,8.67E+02,1.39E+00,-2.98E+01,1.08E-03,4.98E+02,1.49E+08,4.96E-01
2454550.5, A.D. 2008-Mar-25 00:00:00.0000,-1.49E+08,-1.20E+07,9.51E+02,1.90E+00,-2.98E+01,8.61E-04,4.98E+02,1.49E+08,5.00E-01
2454551.5, A.D. 2008-Mar-26 00:00:00.0000,-1.49E+08,-1.46E+07,1.02E+03,2.41E+00,-2.98E+01,6.29E-04,4.98E+02,1.49E+08,5.02E-01
2454552.5, A.D. 2008-Mar-27 00:00:00.0000,-1.48E+08,-1.71E+07,1.06E+03,2.92E+00,-2.97E+01,3.93E-04,4.98E+02,1.49E+08,5.05E-01
2454553.5, A.D. 2008-Mar-28 00:00:00.0000,-1.48E+08,-1.97E+07,1.08E+03,3.43E+00,-2.96E+01,1.65E-04,4.98E+02,1.49E+08,5.07E-01
2454554.5, A.D. 2008-Mar-29 00:00:00.0000,-1.48E+08,-2.22E+07,1.09E+03,3.94E+00,-2.96E+01,-4.95E-05,4.98E+02,1.49E+08,5.08E-01
2454555.5, A.D. 2008-Mar-30 00:00:00.0000,-1.47E+08,-2.48E+07,1.08E+03,4.45E+00,-2.95E+01,-2.40E-04,4.98E+02,1.49E+08,5.09E-01
2454556.5, A.D. 2008-Mar-31 00:00:00.0000,-1.47E+08,-2.73E+07,1.05E+03,4.95E+00,-2.94E+01,-3.99E-04,4.99E+02,1.49E+08,5.09E-01
2454557.5, A.D. 2008-Apr-01 00:00:00.0000,-1.46E+08,-2.99E+07,1.01E+03,5.46E+00,-2.93E+01,-5.17E-04,4.99E+02,1.49E+08,5.08E-01
2454558.5, A.D. 2008-Apr-02 00:00:00.0000,-1.46E+08,-3.24E+07,9.60E+02,5.96E+00,-2.92E+01,-5.86E-04,4.99E+02,1.50E+08,5.07E-01
2454559.5, A.D. 2008-Apr-03 00:00:00.0000,-1.45E+08,-3.49E+07,9.08E+02,6.46E+00,-2.91E+01,-5.97E-04,4.99E+02,1.50E+08,5.06E-01
2454560.5, A.D. 2008-Apr-04 00:00:00.0000,-1.45E+08,-3.74E+07,8.58E+02,6.96E+00,-2.90E+01,-5.45E-04,4.99E+02,1.50E+08,5.03E-01
2454561.5, A.D. 2008-Apr-05 00:00:00.0000,-1.44E+08,-3.99E+07,8.16E+02,7.46E+00,-2.88E+01,-4.27E-04,4.99E+02,1.50E+08,5.01E-01
2454562.5, A.D. 2008-Apr-06 00:00:00.0000,-1.44E+08,-4.24E+07,7.86E+02,7.96E+00,-2.87E+01,-2.47E-04,4.99E+02,1.50E+08,4.98E-01
2454563.5, A.D. 2008-Apr-07 00:00:00.0000,-1.43E+08,-4.49E+07,7.75E+02,8.45E+00,-2.85E+01,-1.42E-05,5.00E+02,1.50E+08,4.94E-01
2454564.5, A.D. 2008-Apr-08 00:00:00.0000,-1.42E+08,-4.73E+07,7.85E+02,8.94E+00,-2.84E+01,2.54E-04,5.00E+02,1.50E+08,4.91E-01
2454565.5, A.D. 2008-Apr-09 00:00:00.0000,-1.41E+08,-4.98E+07,8.19E+02,9.42E+00,-2.82E+01,5.38E-04,5.00E+02,1.50E+08,4.88E-01
2454566.5, A.D. 2008-Apr-10 00:00:00.0000,-1.40E+08,-5.22E+07,8.78E+02,9.90E+00,-2.80E+01,8.15E-04,5.00E+02,1.50E+08,4.85E-01
2454567.5, A.D. 2008-Apr-11 00:00:00.0000,-1.40E+08,-5.46E+07,9.59E+02,1.04E+01,-2.79E+01,1.07E-03,5.00E+02,1.50E+08,4.82E-01
2454568.5, A.D. 2008-Apr-12 00:00:00.0000,-1.39E+08,-5.70E+07,1.06E+03,1.09E+01,-2.77E+01,1.28E-03,5.00E+02,1.50E+08,4.80E-01
2454569.5, A.D. 2008-Apr-13 00:00:00.0000,-1.38E+08,-5.94E+07,1.18E+03,1.13E+01,-2.75E+01,1.43E-03,5.00E+02,1.50E+08,4.78E-01
2454570.5, A.D. 2008-Apr-14 00:00:00.0000,-1.37E+08,-6.18E+07,1.31E+03,1.18E+01,-2.73E+01,1.53E-03,5.01E+02,1.50E+08,4.77E-01
2454571.5, A.D. 2008-Apr-15 00:00:00.0000,-1.36E+08,-6.41E+07,1.44E+03,1.22E+01,-2.70E+01,1.57E-03,5.01E+02,1.50E+08,4.76E-01
2454572.5, A.D. 2008-Apr-16 00:00:00.0000,-1.35E+08,-6.64E+07,1.58E+03,1.27E+01,-2.68E+01,1.55E-03,5.01E+02,1.50E+08,4.76E-01
2454573.5, A.D. 2008-Apr-17 00:00:00.0000,-1.34E+08,-6.88E+07,1.71E+03,1.32E+01,-2.66E+01,1.48E-03,5.01E+02,1.50E+08,4.75E-01
2454574.5, A.D. 2008-Apr-18 00:00:00.0000,-1.32E+08,-7.10E+07,1.83E+03,1.36E+01,-2.63E+01,1.36E-03,5.01E+02,1.50E+08,4.75E-01
2454575.5, A.D. 2008-Apr-19 00:00:00.0000,-1.31E+08,-7.33E+07,1.94E+03,1.40E+01,-2.61E+01,1.19E-03,5.01E+02,1.50E+08,4.75E-01
2454576.5, A.D. 2008-Apr-20 00:00:00.0000,-1.30E+08,-7.56E+07,2.04E+03,1.45E+01,-2.59E+01,1.00E-03,5.01E+02,1.50E+08,4.75E-01
2454577.5, A.D. 2008-Apr-21 00:00:00.0000,-1.29E+08,-7.78E+07,2.11E+03,1.49E+01,-2.56E+01,7.85E-04,5.01E+02,1.50E+08,4.74E-01
2454578.5, A.D. 2008-Apr-22 00:00:00.0000,-1.27E+08,-8.00E+07,2.17E+03,1.53E+01,-2.53E+01,5.56E-04,5.02E+02,1.50E+08,4.74E-01
2454579.5, A.D. 2008-Apr-23 00:00:00.0000,-1.26E+08,-8.22E+07,2.21E+03,1.58E+01,-2.51E+01,3.24E-04,5.02E+02,1.50E+08,4.73E-01
2454580.5, A.D. 2008-Apr-24 00:00:00.0000,-1.25E+08,-8.43E+07,2.23E+03,1.62E+01,-2.48E+01,9.64E-05,5.02E+02,1.50E+08,4.71E-01
2454581.5, A.D. 2008-Apr-25 00:00:00.0000,-1.23E+08,-8.64E+07,2.23E+03,1.66E+01,-2.45E+01,-1.17E-04,5.02E+02,1.51E+08,4.70E-01
2454582.5, A.D. 2008-Apr-26 00:00:00.0000,-1.22E+08,-8.85E+07,2.21E+03,1.70E+01,-2.42E+01,-3.07E-04,5.02E+02,1.51E+08,4.68E-01
2454583.5, A.D. 2008-Apr-27 00:00:00.0000,-1.20E+08,-9.06E+07,2.17E+03,1.74E+01,-2.39E+01,-4.68E-04,5.02E+02,1.51E+08,4.65E-01
2454584.5, A.D. 2008-Apr-28 00:00:00.0000,-1.19E+08,-9.27E+07,2.13E+03,1.78E+01,-2.36E+01,-5.91E-04,5.02E+02,1.51E+08,4.62E-01
2454585.5, A.D. 2008-Apr-29 00:00:00.0000,-1.17E+08,-9.47E+07,2.07E+03,1.82E+01,-2.33E+01,-6.69E-04,5.03E+02,1.51E+08,4.59E-01
2454586.5, A.D. 2008-Apr-30 00:00:00.0000,-1.16E+08,-9.67E+07,2.01E+03,1.86E+01,-2.30E+01,-6.94E-04,5.03E+02,1.51E+08,4.55E-01
2454587.5, A.D. 2008-May-01 00:00:00.0000,-1.14E+08,-9.87E+07,1.95E+03,1.90E+01,-2.26E+01,-6.62E-04,5.03E+02,1.51E+08,4.50E-01
2454588.5, A.D. 2008-May-02 00:00:00.0000,-1.12E+08,-1.01E+08,1.90E+03,1.94E+01,-2.23E+01,-5.68E-04,5.03E+02,1.51E+08,4.44E-01
2454589.5, A.D. 2008-May-03 00:00:00.0000,-1.11E+08,-1.03E+08,1.86E+03,1.98E+01,-2.20E+01,-4.13E-04,5.03E+02,1.51E+08,4.38E-01
2454590.5, A.D. 2008-May-04 00:00:00.0000,-1.09E+08,-1.04E+08,1.83E+03,2.01E+01,-2.16E+01,-2.03E-04,5.03E+02,1.51E+08,4.31E-01
2454591.5, A.D. 2008-May-05 00:00:00.0000,-1.07E+08,-1.06E+08,1.82E+03,2.05E+01,-2.13E+01,5.02E-05,5.03E+02,1.51E+08,4.24E-01
2454592.5, A.D. 2008-May-06 00:00:00.0000,-1.05E+08,-1.08E+08,1.84E+03,2.09E+01,-2.09E+01,3.28E-04,5.03E+02,1.51E+08,4.17E-01
2454593.5, A.D. 2008-May-07 00:00:00.0000,-1.04E+08,-1.10E+08,1.88E+03,2.12E+01,-2.05E+01,6.07E-04,5.04E+02,1.51E+08,4.10E-01
2454594.5, A.D. 2008-May-08 00:00:00.0000,-1.02E+08,-1.12E+08,1.94E+03,2.15E+01,-2.02E+01,8.66E-04,5.04E+02,1.51E+08,4.02E-01
2454595.5, A.D. 2008-May-09 00:00:00.0000,-9.98E+07,-1.13E+08,2.03E+03,2.19E+01,-1.98E+01,1.08E-03,5.04E+02,1.51E+08,3.96E-01
2454596.5, A.D. 2008-May-10 00:00:00.0000,-9.79E+07,-1.15E+08,2.13E+03,2.22E+01,-1.94E+01,1.25E-03,5.04E+02,1.51E+08,3.89E-01
2454597.5, A.D. 2008-May-11 00:00:00.0000,-9.60E+07,-1.17E+08,2.24E+03,2.25E+01,-1.90E+01,1.35E-03,5.04E+02,1.51E+08,3.83E-01
2454598.5, A.D. 2008-May-12 00:00:00.0000,-9.40E+07,-1.18E+08,2.36E+03,2.28E+01,-1.86E+01,1.39E-03,5.04E+02,1.51E+08,3.78E-01
2454599.5, A.D. 2008-May-13 00:00:00.0000,-9.20E+07,-1.20E+08,2.48E+03,2.32E+01,-1.82E+01,1.37E-03,5.04E+02,1.51E+08,3.73E-01
2454600.5, A.D. 2008-May-14 00:00:00.0000,-9.00E+07,-1.21E+08,2.60E+03,2.35E+01,-1.78E+01,1.29E-03,5.04E+02,1.51E+08,3.68E-01
2454601.5, A.D. 2008-May-15 00:00:00.0000,-8.80E+07,-1.23E+08,2.70E+03,2.37E+01,-1.74E+01,1.17E-03,5.04E+02,1.51E+08,3.63E-01
2454602.5, A.D. 2008-May-16 00:00:00.0000,-8.59E+07,-1.24E+08,2.80E+03,2.40E+01,-1.70E+01,1.01E-03,5.05E+02,1.51E+08,3.59E-01
2454603.5, A.D. 2008-May-17 00:00:00.0000,-8.38E+07,-1.26E+08,2.88E+03,2.43E+01,-1.66E+01,8.13E-04,5.05E+02,1.51E+08,3.55E-01
2454604.5, A.D. 2008-May-18 00:00:00.0000,-8.17E+07,-1.27E+08,2.94E+03,2.46E+01,-1.62E+01,5.97E-04,5.05E+02,1.51E+08,3.51E-01
2454605.5, A.D. 2008-May-19 00:00:00.0000,-7.96E+07,-1.29E+08,2.98E+03,2.48E+01,-1.58E+01,3.67E-04,5.05E+02,1.51E+08,3.47E-01
2454606.5, A.D. 2008-May-20 00:00:00.0000,-7.74E+07,-1.30E+08,3.00E+03,2.51E+01,-1.53E+01,1.34E-04,5.05E+02,1.51E+08,3.44E-01
2454607.5, A.D. 2008-May-21 00:00:00.0000,-7.52E+07,-1.31E+08,3.00E+03,2.54E+01,-1.49E+01,-9.34E-05,5.05E+02,1.51E+08,3.40E-01
2454608.5, A.D. 2008-May-22 00:00:00.0000,-7.30E+07,-1.33E+08,2.98E+03,2.56E+01,-1.45E+01,-3.07E-04,5.05E+02,1.51E+08,3.35E-01
2454609.5, A.D. 2008-May-23 00:00:00.0000,-7.08E+07,-1.34E+08,2.95E+03,2.58E+01,-1.40E+01,-4.99E-04,5.05E+02,1.51E+08,3.31E-01
2454610.5, A.D. 2008-May-24 00:00:00.0000,-6.86E+07,-1.35E+08,2.90E+03,2.61E+01,-1.36E+01,-6.60E-04,5.05E+02,1.51E+08,3.26E-01
2454611.5, A.D. 2008-May-25 00:00:00.0000,-6.63E+07,-1.36E+08,2.84E+03,2.63E+01,-1.32E+01,-7.84E-04,5.05E+02,1.52E+08,3.22E-01
2454612.5, A.D. 2008-May-26 00:00:00.0000,-6.40E+07,-1.37E+08,2.76E+03,2.65E+01,-1.27E+01,-8.64E-04,5.06E+02,1.52E+08,3.16E-01
2454613.5, A.D. 2008-May-27 00:00:00.0000,-6.17E+07,-1.38E+08,2.69E+03,2.67E+01,-1.23E+01,-8.94E-04,5.06E+02,1.52E+08,3.10E-01
2454614.5, A.D. 2008-May-28 00:00:00.0000,-5.94E+07,-1.39E+08,2.61E+03,2.69E+01,-1.18E+01,-8.70E-04,5.06E+02,1.52E+08,3.04E-01
2454615.5, A.D. 2008-May-29 00:00:00.0000,-5.71E+07,-1.40E+08,2.54E+03,2.71E+01,-1.13E+01,-7.89E-04,5.06E+02,1.52E+08,2.97E-01
2454616.5, A.D. 2008-May-30 00:00:00.0000,-5.47E+07,-1.41E+08,2.48E+03,2.73E+01,-1.09E+01,-6.50E-04,5.06E+02,1.52E+08,2.89E-01
2454617.5, A.D. 2008-May-31 00:00:00.0000,-5.24E+07,-1.42E+08,2.43E+03,2.75E+01,-1.04E+01,-4.57E-04,5.06E+02,1.52E+08,2.81E-01
2454618.5, A.D. 2008-Jun-01 00:00:00.0000,-5.00E+07,-1.43E+08,2.40E+03,2.76E+01,-9.94E+00,-2.19E-04,5.06E+02,1.52E+08,2.72E-01
2454619.5, A.D. 2008-Jun-02 00:00:00.0000,-4.76E+07,-1.44E+08,2.39E+03,2.78E+01,-9.46E+00,5.02E-05,5.06E+02,1.52E+08,2.63E-01
2454620.5, A.D. 2008-Jun-03 00:00:00.0000,-4.52E+07,-1.45E+08,2.41E+03,2.80E+01,-8.98E+00,3.31E-04,5.06E+02,1.52E+08,2.53E-01
2454621.5, A.D. 2008-Jun-04 00:00:00.0000,-4.28E+07,-1.46E+08,2.45E+03,2.81E+01,-8.51E+00,5.99E-04,5.06E+02,1.52E+08,2.43E-01
2454622.5, A.D. 2008-Jun-05 00:00:00.0000,-4.03E+07,-1.46E+08,2.51E+03,2.82E+01,-8.02E+00,8.33E-04,5.06E+02,1.52E+08,2.33E-01
2454623.5, A.D. 2008-Jun-06 00:00:00.0000,-3.79E+07,-1.47E+08,2.59E+03,2.84E+01,-7.54E+00,1.01E-03,5.06E+02,1.52E+08,2.23E-01
2454624.5, A.D. 2008-Jun-07 00:00:00.0000,-3.54E+07,-1.48E+08,2.68E+03,2.85E+01,-7.05E+00,1.13E-03,5.06E+02,1.52E+08,2.13E-01
2454625.5, A.D. 2008-Jun-08 00:00:00.0000,-3.29E+07,-1.48E+08,2.79E+03,2.86E+01,-6.57E+00,1.18E-03,5.07E+02,1.52E+08,2.04E-01
2454626.5, A.D. 2008-Jun-09 00:00:00.0000,-3.05E+07,-1.49E+08,2.89E+03,2.87E+01,-6.08E+00,1.17E-03,5.07E+02,1.52E+08,1.96E-01
2454627.5, A.D. 2008-Jun-10 00:00:00.0000,-2.80E+07,-1.49E+08,2.98E+03,2.88E+01,-5.59E+00,1.09E-03,5.07E+02,1.52E+08,1.88E-01
2454628.5, A.D. 2008-Jun-11 00:00:00.0000,-2.55E+07,-1.50E+08,3.07E+03,2.89E+01,-5.10E+00,9.63E-04,5.07E+02,1.52E+08,1.80E-01
2454629.5, A.D. 2008-Jun-12 00:00:00.0000,-2.30E+07,-1.50E+08,3.15E+03,2.90E+01,-4.61E+00,7.96E-04,5.07E+02,1.52E+08,1.73E-01
2454630.5, A.D. 2008-Jun-13 00:00:00.0000,-2.05E+07,-1.51E+08,3.21E+03,2.90E+01,-4.12E+00,5.97E-04,5.07E+02,1.52E+08,1.66E-01
2454631.5, A.D. 2008-Jun-14 00:00:00.0000,-1.80E+07,-1.51E+08,3.25E+03,2.91E+01,-3.63E+00,3.76E-04,5.07E+02,1.52E+08,1.59E-01
2454632.5, A.D. 2008-Jun-15 00:00:00.0000,-1.55E+07,-1.51E+08,3.27E+03,2.91E+01,-3.13E+00,1.41E-04,5.07E+02,1.52E+08,1.53E-01
2454633.5, A.D. 2008-Jun-16 00:00:00.0000,-1.29E+07,-1.51E+08,3.28E+03,2.92E+01,-2.64E+00,-9.68E-05,5.07E+02,1.52E+08,1.47E-01
2454634.5, A.D. 2008-Jun-17 00:00:00.0000,-1.04E+07,-1.52E+08,3.26E+03,2.92E+01,-2.15E+00,-3.30E-04,5.07E+02,1.52E+08,1.41E-01
2454635.5, A.D. 2008-Jun-18 00:00:00.0000,-7.90E+06,-1.52E+08,3.22E+03,2.93E+01,-1.66E+00,-5.50E-04,5.07E+02,1.52E+08,1.35E-01
2454636.5, A.D. 2008-Jun-19 00:00:00.0000,-5.37E+06,-1.52E+08,3.16E+03,2.93E+01,-1.16E+00,-7.47E-04,5.07E+02,1.52E+08,1.29E-01
2454637.5, A.D. 2008-Jun-20 00:00:00.0000,-2.84E+06,-1.52E+08,3.09E+03,2.93E+01,-6.70E-01,-9.13E-04,5.07E+02,1.52E+08,1.23E-01
2454638.5, A.D. 2008-Jun-21 00:00:00.0000,-3.08E+05,-1.52E+08,3.01E+03,2.93E+01,-1.77E-01,-1.04E-03,5.07E+02,1.52E+08,1.17E-01
2454639.5, A.D. 2008-Jun-22 00:00:00.0000,2.22E+06,-1.52E+08,2.91E+03,2.93E+01,3.17E-01,-1.13E-03,5.07E+02,1.52E+08,1.11E-01
2454640.5, A.D. 2008-Jun-23 00:00:00.0000,4.75E+06,-1.52E+08,2.81E+03,2.93E+01,8.11E-01,-1.16E-03,5.07E+02,1.52E+08,1.05E-01
2454641.5, A.D. 2008-Jun-24 00:00:00.0000,7.28E+06,-1.52E+08,2.71E+03,2.93E+01,1.31E+00,-1.14E-03,5.07E+02,1.52E+08,9.80E-02
2454642.5, A.D. 2008-Jun-25 00:00:00.0000,9.81E+06,-1.52E+08,2.62E+03,2.92E+01,1.80E+00,-1.06E-03,5.07E+02,1.52E+08,9.08E-02
2454643.5, A.D. 2008-Jun-26 00:00:00.0000,1.23E+07,-1.52E+08,2.53E+03,2.92E+01,2.29E+00,-9.34E-04,5.07E+02,1.52E+08,8.32E-02
2454644.5, A.D. 2008-Jun-27 00:00:00.0000,1.49E+07,-1.51E+08,2.46E+03,2.92E+01,2.79E+00,-7.51E-04,5.07E+02,1.52E+08,7.50E-02
2454645.5, A.D. 2008-Jun-28 00:00:00.0000,1.74E+07,-1.51E+08,2.40E+03,2.91E+01,3.28E+00,-5.23E-04,5.07E+02,1.52E+08,6.62E-02
2454646.5, A.D. 2008-Jun-29 00:00:00.0000,1.99E+07,-1.51E+08,2.37E+03,2.91E+01,3.77E+00,-2.62E-04,5.07E+02,1.52E+08,5.69E-02
2454647.5, A.D. 2008-Jun-30 00:00:00.0000,2.24E+07,-1.50E+08,2.36E+03,2.90E+01,4.27E+00,1.68E-05,5.07E+02,1.52E+08,4.69E-02
2454648.5, A.D. 2008-Jul-01 00:00:00.0000,2.49E+07,-1.50E+08,2.37E+03,2.89E+01,4.76E+00,2.92E-04,5.07E+02,1.52E+08,3.64E-02
2454649.5, A.D. 2008-Jul-02 00:00:00.0000,2.74E+07,-1.50E+08,2.41E+03,2.88E+01,5.25E+00,5.43E-04,5.07E+02,1.52E+08,2.56E-02
2454650.5, A.D. 2008-Jul-03 00:00:00.0000,2.99E+07,-1.49E+08,2.46E+03,2.87E+01,5.74E+00,7.48E-04,5.07E+02,1.52E+08,1.45E-02
2454651.5, A.D. 2008-Jul-04 00:00:00.0000,3.24E+07,-1.49E+08,2.54E+03,2.86E+01,6.23E+00,8.93E-04,5.07E+02,1.52E+08,3.50E-03
2454652.5, A.D. 2008-Jul-05 00:00:00.0000,3.48E+07,-1.48E+08,2.62E+03,2.85E+01,6.72E+00,9.66E-04,5.07E+02,1.52E+08,-7.33E-03
2454653.5, A.D. 2008-Jul-06 00:00:00.0000,3.73E+07,-1.47E+08,2.70E+03,2.84E+01,7.20E+00,9.69E-04,5.07E+02,1.52E+08,-1.78E-02
2454654.5, A.D. 2008-Jul-07 00:00:00.0000,3.97E+07,-1.47E+08,2.78E+03,2.83E+01,7.68E+00,9.06E-04,5.07E+02,1.52E+08,-2.78E-02
2454655.5, A.D. 2008-Jul-08 00:00:00.0000,4.22E+07,-1.46E+08,2.86E+03,2.81E+01,8.16E+00,7.85E-04,5.07E+02,1.52E+08,-3.74E-02
2454656.5, A.D. 2008-Jul-09 00:00:00.0000,4.46E+07,-1.45E+08,2.92E+03,2.80E+01,8.63E+00,6.18E-04,5.07E+02,1.52E+08,-4.64E-02
2454657.5, A.D. 2008-Jul-10 00:00:00.0000,4.70E+07,-1.45E+08,2.96E+03,2.78E+01,9.11E+00,4.16E-04,5.07E+02,1.52E+08,-5.50E-02
2454658.5, A.D. 2008-Jul-11 00:00:00.0000,4.94E+07,-1.44E+08,2.99E+03,2.77E+01,9.58E+00,1.89E-04,5.07E+02,1.52E+08,-6.31E-02
2454659.5, A.D. 2008-Jul-12 00:00:00.0000,5.18E+07,-1.43E+08,2.99E+03,2.75E+01,1.00E+01,-5.11E-05,5.07E+02,1.52E+08,-7.07E-02
2454660.5, A.D. 2008-Jul-13 00:00:00.0000,5.42E+07,-1.42E+08,2.98E+03,2.73E+01,1.05E+01,-2.96E-04,5.07E+02,1.52E+08,-7.80E-02
2454661.5, A.D. 2008-Jul-14 00:00:00.0000,5.65E+07,-1.41E+08,2.94E+03,2.72E+01,1.10E+01,-5.37E-04,5.07E+02,1.52E+08,-8.49E-02
2454662.5, A.D. 2008-Jul-15 00:00:00.0000,5.89E+07,-1.40E+08,2.89E+03,2.70E+01,1.14E+01,-7.65E-04,5.07E+02,1.52E+08,-9.14E-02
2454663.5, A.D. 2008-Jul-16 00:00:00.0000,6.12E+07,-1.39E+08,2.81E+03,2.68E+01,1.19E+01,-9.71E-04,5.07E+02,1.52E+08,-9.77E-02
2454664.5, A.D. 2008-Jul-17 00:00:00.0000,6.35E+07,-1.38E+08,2.72E+03,2.66E+01,1.23E+01,-1.15E-03,5.07E+02,1.52E+08,-1.04E-01
2454665.5, A.D. 2008-Jul-18 00:00:00.0000,6.58E+07,-1.37E+08,2.61E+03,2.64E+01,1.28E+01,-1.29E-03,5.07E+02,1.52E+08,-1.10E-01
2454666.5, A.D. 2008-Jul-19 00:00:00.0000,6.80E+07,-1.36E+08,2.50E+03,2.61E+01,1.32E+01,-1.38E-03,5.07E+02,1.52E+08,-1.16E-01
2454667.5, A.D. 2008-Jul-20 00:00:00.0000,7.03E+07,-1.35E+08,2.38E+03,2.59E+01,1.37E+01,-1.42E-03,5.07E+02,1.52E+08,-1.21E-01
2454668.5, A.D. 2008-Jul-21 00:00:00.0000,7.25E+07,-1.34E+08,2.25E+03,2.57E+01,1.41E+01,-1.41E-03,5.07E+02,1.52E+08,-1.27E-01
2454669.5, A.D. 2008-Jul-22 00:00:00.0000,7.47E+07,-1.32E+08,2.13E+03,2.55E+01,1.45E+01,-1.34E-03,5.07E+02,1.52E+08,-1.33E-01
2454670.5, A.D. 2008-Jul-23 00:00:00.0000,7.69E+07,-1.31E+08,2.02E+03,2.52E+01,1.50E+01,-1.22E-03,5.07E+02,1.52E+08,-1.40E-01
2454671.5, A.D. 2008-Jul-24 00:00:00.0000,7.91E+07,-1.30E+08,1.93E+03,2.50E+01,1.54E+01,-1.04E-03,5.07E+02,1.52E+08,-1.46E-01
2454672.5, A.D. 2008-Jul-25 00:00:00.0000,8.12E+07,-1.28E+08,1.85E+03,2.47E+01,1.58E+01,-8.18E-04,5.07E+02,1.52E+08,-1.53E-01
2454673.5, A.D. 2008-Jul-26 00:00:00.0000,8.33E+07,-1.27E+08,1.79E+03,2.44E+01,1.62E+01,-5.62E-04,5.07E+02,1.52E+08,-1.61E-01
2454674.5, A.D. 2008-Jul-27 00:00:00.0000,8.54E+07,-1.26E+08,1.75E+03,2.42E+01,1.66E+01,-2.87E-04,5.07E+02,1.52E+08,-1.69E-01
2454675.5, A.D. 2008-Jul-28 00:00:00.0000,8.75E+07,-1.24E+08,1.74E+03,2.39E+01,1.70E+01,-9.25E-06,5.07E+02,1.52E+08,-1.78E-01
2454676.5, A.D. 2008-Jul-29 00:00:00.0000,8.96E+07,-1.23E+08,1.75E+03,2.36E+01,1.75E+01,2.51E-04,5.07E+02,1.52E+08,-1.87E-01
2454677.5, A.D. 2008-Jul-30 00:00:00.0000,9.16E+07,-1.21E+08,1.78E+03,2.33E+01,1.79E+01,4.75E-04,5.07E+02,1.52E+08,-1.97E-01
2454678.5, A.D. 2008-Jul-31 00:00:00.0000,9.36E+07,-1.20E+08,1.83E+03,2.30E+01,1.83E+01,6.46E-04,5.07E+02,1.52E+08,-2.07E-01
2454679.5, A.D. 2008-Aug-01 00:00:00.0000,9.56E+07,-1.18E+08,1.89E+03,2.27E+01,1.86E+01,7.50E-04,5.06E+02,1.52E+08,-2.17E-01
2454680.5, A.D. 2008-Aug-02 00:00:00.0000,9.75E+07,-1.16E+08,1.96E+03,2.24E+01,1.90E+01,7.84E-04,5.06E+02,1.52E+08,-2.27E-01
2454681.5, A.D. 2008-Aug-03 00:00:00.0000,9.94E+07,-1.15E+08,2.02E+03,2.20E+01,1.94E+01,7.46E-04,5.06E+02,1.52E+08,-2.37E-01
2454682.5, A.D. 2008-Aug-04 00:00:00.0000,1.01E+08,-1.13E+08,2.08E+03,2.17E+01,1.98E+01,6.45E-04,5.06E+02,1.52E+08,-2.46E-01
2454683.5, A.D. 2008-Aug-05 00:00:00.0000,1.03E+08,-1.11E+08,2.13E+03,2.14E+01,2.02E+01,4.91E-04,5.06E+02,1.52E+08,-2.56E-01
2454684.5, A.D. 2008-Aug-06 00:00:00.0000,1.05E+08,-1.10E+08,2.17E+03,2.10E+01,2.05E+01,2.96E-04,5.06E+02,1.52E+08,-2.64E-01
2454685.5, A.D. 2008-Aug-07 00:00:00.0000,1.07E+08,-1.08E+08,2.18E+03,2.07E+01,2.09E+01,7.19E-05,5.06E+02,1.52E+08,-2.72E-01
2454686.5, A.D. 2008-Aug-08 00:00:00.0000,1.09E+08,-1.06E+08,2.18E+03,2.03E+01,2.12E+01,-1.69E-04,5.06E+02,1.52E+08,-2.80E-01
2454687.5, A.D. 2008-Aug-09 00:00:00.0000,1.10E+08,-1.04E+08,2.15E+03,1.99E+01,2.16E+01,-4.17E-04,5.06E+02,1.52E+08,-2.87E-01
2454688.5, A.D. 2008-Aug-10 00:00:00.0000,1.12E+08,-1.02E+08,2.11E+03,1.96E+01,2.19E+01,-6.62E-04,5.06E+02,1.52E+08,-2.94E-01
2454689.5, A.D. 2008-Aug-11 00:00:00.0000,1.14E+08,-1.00E+08,2.04E+03,1.92E+01,2.22E+01,-8.96E-04,5.06E+02,1.52E+08,-3.00E-01
2454690.5, A.D. 2008-Aug-12 00:00:00.0000,1.15E+08,-9.84E+07,1.95E+03,1.88E+01,2.26E+01,-1.11E-03,5.06E+02,1.52E+08,-3.06E-01
