            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR
2454249.5, A.D. 2007-May-29 00:00:00.0000,1.82E+08,-9.71E+07,-6.51E+06,1.23E+01,2.35E+01,1.89E-01,6.90E+02,2.07E+08,-1.63E-01
2454251.5, A.D. 2007-May-31 00:00:00.0000,1.84E+08,-9.30E+07,-6.48E+06,1.18E+01,2.37E+01,2.06E-01,6.89E+02,2.07E+08,-1.13E-01
2454253.5, A.D. 2007-Jun-02 00:00:00.0000,1.86E+08,-8.89E+07,-6.44E+06,1.14E+01,2.39E+01,2.23E-01,6.89E+02,2.07E+08,-6.33E-02
2454255.5, A.D. 2007-Jun-04 00:00:00.0000,1.88E+08,-8.47E+07,-6.40E+06,1.09E+01,2.42E+01,2.39E-01,6.89E+02,2.07E+08,-1.32E-02
2454257.5, A.D. 2007-Jun-06 00:00:00.0000,1.90E+08,-8.05E+07,-6.36E+06,1.04E+01,2.44E+01,2.56E-01,6.89E+02,2.07E+08,3.69E-02
2454259.5, A.D. 2007-Jun-08 00:00:00.0000,1.92E+08,-7.63E+07,-6.31E+06,9.88E+00,2.46E+01,2.72E-01,6.89E+02,2.07E+08,8.70E-02
2454261.5, A.D. 2007-Jun-10 00:00:00.0000,1.94E+08,-7.20E+07,-6.27E+06,9.37E+00,2.48E+01,2.89E-01,6.89E+02,2.07E+08,1.37E-01
2454263.5, A.D. 2007-Jun-12 00:00:00.0000,1.95E+08,-6.78E+07,-6.21E+06,8.87E+00,2.50E+01,3.05E-01,6.90E+02,2.07E+08,1.87E-01
2454265.5, A.D. 2007-Jun-14 00:00:00.0000,1.97E+08,-6.34E+07,-6.16E+06,8.36E+00,2.51E+01,3.21E-01,6.90E+02,2.07E+08,2.37E-01
2454267.5, A.D. 2007-Jun-16 00:00:00.0000,1.98E+08,-5.91E+07,-6.10E+06,7.85E+00,2.53E+01,3.37E-01,6.90E+02,2.07E+08,2.86E-01
2454269.5, A.D. 2007-Jun-18 00:00:00.0000,1.99E+08,-5.47E+07,-6.04E+06,7.33E+00,2.54E+01,3.53E-01,6.90E+02,2.07E+08,3.36E-01
2454271.5, A.D. 2007-Jun-20 00:00:00.0000,2.01E+08,-5.03E+07,-5.98E+06,6.82E+00,2.56E+01,3.68E-01,6.90E+02,2.07E+08,3.85E-01
2454273.5, A.D. 2007-Jun-22 00:00:00.0000,2.02E+08,-4.58E+07,-5.92E+06,6.30E+00,2.57E+01,3.84E-01,6.90E+02,2.07E+08,4.34E-01
2454275.5, A.D. 2007-Jun-24 00:00:00.0000,2.03E+08,-4.14E+07,-5.85E+06,5.77E+00,2.58E+01,3.99E-01,6.91E+02,2.07E+08,4.83E-01
2454277.5, A.D. 2007-Jun-26 00:00:00.0000,2.04E+08,-3.69E+07,-5.78E+06,5.25E+00,2.59E+01,4.14E-01,6.91E+02,2.07E+08,5.32E-01
2454279.5, A.D. 2007-Jun-28 00:00:00.0000,2.05E+08,-3.24E+07,-5.71E+06,4.72E+00,2.60E+01,4.29E-01,6.91E+02,2.07E+08,5.80E-01
2454281.5, A.D. 2007-Jun-30 00:00:00.0000,2.05E+08,-2.79E+07,-5.63E+06,4.19E+00,2.61E+01,4.43E-01,6.92E+02,2.07E+08,6.28E-01
2454283.5, A.D. 2007-Jul-02 00:00:00.0000,2.06E+08,-2.34E+07,-5.55E+06,3.67E+00,2.61E+01,4.58E-01,6.92E+02,2.07E+08,6.76E-01
2454285.5, A.D. 2007-Jul-04 00:00:00.0000,2.07E+08,-1.89E+07,-5.47E+06,3.14E+00,2.62E+01,4.72E-01,6.92E+02,2.08E+08,7.23E-01
2454287.5, A.D. 2007-Jul-06 00:00:00.0000,2.07E+08,-1.44E+07,-5.39E+06,2.61E+00,2.62E+01,4.86E-01,6.93E+02,2.08E+08,7.70E-01
2454289.5, A.D. 2007-Jul-08 00:00:00.0000,2.08E+08,-9.84E+06,-5.30E+06,2.08E+00,2.63E+01,4.99E-01,6.93E+02,2.08E+08,8.16E-01
2454291.5, A.D. 2007-Jul-10 00:00:00.0000,2.08E+08,-5.30E+06,-5.22E+06,1.55E+00,2.63E+01,5.13E-01,6.94E+02,2.08E+08,8.62E-01
2454293.5, A.D. 2007-Jul-12 00:00:00.0000,2.08E+08,-7.60E+05,-5.13E+06,1.02E+00,2.63E+01,5.26E-01,6.94E+02,2.08E+08,9.08E-01
2454295.5, A.D. 2007-Jul-14 00:00:00.0000,2.08E+08,3.78E+06,-5.04E+06,4.88E-01,2.63E+01,5.39E-01,6.95E+02,2.08E+08,9.53E-01
2454297.5, A.D. 2007-Jul-16 00:00:00.0000,2.08E+08,8.33E+06,-4.94E+06,-3.94E-02,2.63E+01,5.52E-01,6.95E+02,2.08E+08,9.97E-01
2454299.5, A.D. 2007-Jul-18 00:00:00.0000,2.08E+08,1.29E+07,-4.84E+06,-5.66E-01,2.63E+01,5.64E-01,6.96E+02,2.09E+08,1.04E+00
2454301.5, A.D. 2007-Jul-20 00:00:00.0000,2.08E+08,1.74E+07,-4.75E+06,-1.09E+00,2.62E+01,5.76E-01,6.97E+02,2.09E+08,1.08E+00
2454303.5, A.D. 2007-Jul-22 00:00:00.0000,2.08E+08,2.19E+07,-4.65E+06,-1.61E+00,2.62E+01,5.88E-01,6.97E+02,2.09E+08,1.13E+00
2454305.5, A.D. 2007-Jul-24 00:00:00.0000,2.08E+08,2.64E+07,-4.54E+06,-2.13E+00,2.61E+01,5.99E-01,6.98E+02,2.09E+08,1.17E+00
2454307.5, A.D. 2007-Jul-26 00:00:00.0000,2.07E+08,3.09E+07,-4.44E+06,-2.65E+00,2.60E+01,6.11E-01,6.99E+02,2.09E+08,1.21E+00
2454309.5, A.D. 2007-Jul-28 00:00:00.0000,2.07E+08,3.54E+07,-4.33E+06,-3.17E+00,2.59E+01,6.21E-01,6.99E+02,2.10E+08,1.25E+00
2454311.5, A.D. 2007-Jul-30 00:00:00.0000,2.06E+08,3.99E+07,-4.22E+06,-3.68E+00,2.59E+01,6.32E-01,7.00E+02,2.10E+08,1.29E+00
2454313.5, A.D. 2007-Aug-01 00:00:00.0000,2.05E+08,4.44E+07,-4.11E+06,-4.19E+00,2.58E+01,6.42E-01,7.01E+02,2.10E+08,1.33E+00
2454315.5, A.D. 2007-Aug-03 00:00:00.0000,2.05E+08,4.88E+07,-4.00E+06,-4.70E+00,2.56E+01,6.52E-01,7.02E+02,2.10E+08,1.37E+00
2454317.5, A.D. 2007-Aug-05 00:00:00.0000,2.04E+08,5.32E+07,-3.89E+06,-5.20E+00,2.55E+01,6.62E-01,7.02E+02,2.11E+08,1.41E+00
2454319.5, A.D. 2007-Aug-07 00:00:00.0000,2.03E+08,5.76E+07,-3.77E+06,-5.70E+00,2.54E+01,6.72E-01,7.03E+02,2.11E+08,1.45E+00
2454321.5, A.D. 2007-Aug-09 00:00:00.0000,2.02E+08,6.20E+07,-3.66E+06,-6.19E+00,2.52E+01,6.81E-01,7.04E+02,2.11E+08,1.48E+00
2454323.5, A.D. 2007-Aug-11 00:00:00.0000,2.01E+08,6.63E+07,-3.54E+06,-6.68E+00,2.51E+01,6.89E-01,7.05E+02,2.11E+08,1.52E+00
2454325.5, A.D. 2007-Aug-13 00:00:00.0000,1.99E+08,7.07E+07,-3.42E+06,-7.17E+00,2.49E+01,6.98E-01,7.06E+02,2.12E+08,1.55E+00
2454327.5, A.D. 2007-Aug-15 00:00:00.0000,1.98E+08,7.50E+07,-3.30E+06,-7.65E+00,2.47E+01,7.06E-01,7.07E+02,2.12E+08,1.59E+00
2454329.5, A.D. 2007-Aug-17 00:00:00.0000,1.97E+08,7.92E+07,-3.17E+06,-8.12E+00,2.45E+01,7.14E-01,7.08E+02,2.12E+08,1.62E+00
2454331.5, A.D. 2007-Aug-19 00:00:00.0000,1.95E+08,8.34E+07,-3.05E+06,-8.59E+00,2.43E+01,7.21E-01,7.09E+02,2.12E+08,1.65E+00
2454333.5, A.D. 2007-Aug-21 00:00:00.0000,1.94E+08,8.76E+07,-2.92E+06,-9.06E+00,2.41E+01,7.28E-01,7.10E+02,2.13E+08,1.69E+00
2454335.5, A.D. 2007-Aug-23 00:00:00.0000,1.92E+08,9.18E+07,-2.80E+06,-9.51E+00,2.39E+01,7.35E-01,7.11E+02,2.13E+08,1.72E+00
2454337.5, A.D. 2007-Aug-25 00:00:00.0000,1.91E+08,9.59E+07,-2.67E+06,-9.97E+00,2.37E+01,7.42E-01,7.12E+02,2.13E+08,1.75E+00
2454339.5, A.D. 2007-Aug-27 00:00:00.0000,1.89E+08,1.00E+08,-2.54E+06,-1.04E+01,2.35E+01,7.48E-01,7.13E+02,2.14E+08,1.78E+00
2454341.5, A.D. 2007-Aug-29 00:00:00.0000,1.87E+08,1.04E+08,-2.41E+06,-1.09E+01,2.32E+01,7.54E-01,7.14E+02,2.14E+08,1.81E+00
2454343.5, A.D. 2007-Aug-31 00:00:00.0000,1.85E+08,1.08E+08,-2.28E+06,-1.13E+01,2.30E+01,7.59E-01,7.15E+02,2.14E+08,1.83E+00
2454345.5, A.D. 2007-Sep-02 00:00:00.0000,1.83E+08,1.12E+08,-2.15E+06,-1.17E+01,2.27E+01,7.64E-01,7.16E+02,2.15E+08,1.86E+00
2454347.5, A.D. 2007-Sep-04 00:00:00.0000,1.81E+08,1.16E+08,-2.02E+06,-1.21E+01,2.25E+01,7.69E-01,7.17E+02,2.15E+08,1.89E+00
2454349.5, A.D. 2007-Sep-06 00:00:00.0000,1.79E+08,1.20E+08,-1.88E+06,-1.26E+01,2.22E+01,7.73E-01,7.18E+02,2.15E+08,1.91E+00
2454351.5, A.D. 2007-Sep-08 00:00:00.0000,1.77E+08,1.24E+08,-1.75E+06,-1.30E+01,2.19E+01,7.78E-01,7.19E+02,2.16E+08,1.94E+00
2454353.5, A.D. 2007-Sep-10 00:00:00.0000,1.74E+08,1.27E+08,-1.62E+06,-1.34E+01,2.16E+01,7.81E-01,7.20E+02,2.16E+08,1.96E+00
2454355.5, A.D. 2007-Sep-12 00:00:00.0000,1.72E+08,1.31E+08,-1.48E+06,-1.38E+01,2.13E+01,7.85E-01,7.21E+02,2.16E+08,1.98E+00
2454357.5, A.D. 2007-Sep-14 00:00:00.0000,1.70E+08,1.35E+08,-1.34E+06,-1.41E+01,2.10E+01,7.88E-01,7.22E+02,2.17E+08,2.00E+00
2454359.5, A.D. 2007-Sep-16 00:00:00.0000,1.67E+08,1.38E+08,-1.21E+06,-1.45E+01,2.07E+01,7.91E-01,7.24E+02,2.17E+08,2.02E+00
2454361.5, A.D. 2007-Sep-18 00:00:00.0000,1.65E+08,1.42E+08,-1.07E+06,-1.49E+01,2.04E+01,7.94E-01,7.25E+02,2.17E+08,2.04E+00
2454363.5, A.D. 2007-Sep-20 00:00:00.0000,1.62E+08,1.45E+08,-9.33E+05,-1.53E+01,2.01E+01,7.96E-01,7.26E+02,2.18E+08,2.06E+00
2454365.5, A.D. 2007-Sep-22 00:00:00.0000,1.59E+08,1.49E+08,-7.96E+05,-1.56E+01,1.98E+01,7.98E-01,7.27E+02,2.18E+08,2.08E+00
2454367.5, A.D. 2007-Sep-24 00:00:00.0000,1.57E+08,1.52E+08,-6.58E+05,-1.60E+01,1.94E+01,7.99E-01,7.28E+02,2.18E+08,2.10E+00
2454369.5, A.D. 2007-Sep-26 00:00:00.0000,1.54E+08,1.56E+08,-5.20E+05,-1.63E+01,1.91E+01,8.01E-01,7.30E+02,2.19E+08,2.11E+00
2454371.5, A.D. 2007-Sep-28 00:00:00.0000,1.51E+08,1.59E+08,-3.81E+05,-1.66E+01,1.88E+01,8.02E-01,7.31E+02,2.19E+08,2.13E+00
2454373.5, A.D. 2007-Sep-30 00:00:00.0000,1.48E+08,1.62E+08,-2.42E+05,-1.70E+01,1.84E+01,8.02E-01,7.32E+02,2.19E+08,2.14E+00
2454375.5, A.D. 2007-Oct-02 00:00:00.0000,1.45E+08,1.65E+08,-1.04E+05,-1.73E+01,1.81E+01,8.03E-01,7.33E+02,2.20E+08,2.16E+00
2454377.5, A.D. 2007-Oct-04 00:00:00.0000,1.42E+08,1.68E+08,3.49E+04,-1.76E+01,1.77E+01,8.03E-01,7.34E+02,2.20E+08,2.17E+00
2454379.5, A.D. 2007-Oct-06 00:00:00.0000,1.39E+08,1.71E+08,1.74E+05,-1.79E+01,1.73E+01,8.03E-01,7.36E+02,2.21E+08,2.18E+00
2454381.5, A.D. 2007-Oct-08 00:00:00.0000,1.36E+08,1.74E+08,3.12E+05,-1.82E+01,1.70E+01,8.02E-01,7.37E+02,2.21E+08,2.19E+00
2454383.5, A.D. 2007-Oct-10 00:00:00.0000,1.33E+08,1.77E+08,4.51E+05,-1.85E+01,1.66E+01,8.01E-01,7.38E+02,2.21E+08,2.20E+00
2454385.5, A.D. 2007-Oct-12 00:00:00.0000,1.30E+08,1.80E+08,5.89E+05,-1.87E+01,1.62E+01,8.00E-01,7.40E+02,2.22E+08,2.21E+00
2454387.5, A.D. 2007-Oct-14 00:00:00.0000,1.26E+08,1.83E+08,7.27E+05,-1.90E+01,1.58E+01,7.99E-01,7.41E+02,2.22E+08,2.22E+00
2454389.5, A.D. 2007-Oct-16 00:00:00.0000,1.23E+08,1.85E+08,8.65E+05,-1.93E+01,1.55E+01,7.97E-01,7.42E+02,2.22E+08,2.23E+00
2454391.5, A.D. 2007-Oct-18 00:00:00.0000,1.20E+08,1.88E+08,1.00E+06,-1.95E+01,1.51E+01,7.95E-01,7.43E+02,2.23E+08,2.24E+00
2454393.5, A.D. 2007-Oct-20 00:00:00.0000,1.16E+08,1.91E+08,1.14E+06,-1.98E+01,1.47E+01,7.93E-01,7.45E+02,2.23E+08,2.24E+00
2454395.5, A.D. 2007-Oct-22 00:00:00.0000,1.13E+08,1.93E+08,1.28E+06,-2.00E+01,1.43E+01,7.90E-01,7.46E+02,2.24E+08,2.25E+00
2454397.5, A.D. 2007-Oct-24 00:00:00.0000,1.09E+08,1.96E+08,1.41E+06,-2.02E+01,1.39E+01,7.88E-01,7.47E+02,2.24E+08,2.25E+00
2454399.5, A.D. 2007-Oct-26 00:00:00.0000,1.06E+08,1.98E+08,1.55E+06,-2.05E+01,1.35E+01,7.85E-01,7.49E+02,2.24E+08,2.26E+00
2454401.5, A.D. 2007-Oct-28 00:00:00.0000,1.02E+08,2.00E+08,1.68E+06,-2.07E+01,1.31E+01,7.81E-01,7.50E+02,2.25E+08,2.26E+00
2454403.5, A.D. 2007-Oct-30 00:00:00.0000,9.86E+07,2.02E+08,1.82E+06,-2.09E+01,1.27E+01,7.78E-01,7.51E+02,2.25E+08,2.26E+00
2454405.5, A.D. 2007-Nov-01 00:00:00.0000,9.50E+07,2.05E+08,1.95E+06,-2.11E+01,1.23E+01,7.74E-01,7.52E+02,2.26E+08,2.26E+00
2454407.5, A.D. 2007-Nov-03 00:00:00.0000,9.13E+07,2.07E+08,2.09E+06,-2.12E+01,1.19E+01,7.70E-01,7.54E+02,2.26E+08,2.26E+00
2454409.5, A.D. 2007-Nov-05 00:00:00.0000,8.76E+07,2.09E+08,2.22E+06,-2.14E+01,1.14E+01,7.66E-01,7.55E+02,2.26E+08,2.26E+00
2454411.5, A.D. 2007-Nov-07 00:00:00.0000,8.39E+07,2.11E+08,2.35E+06,-2.16E+01,1.10E+01,7.61E-01,7.56E+02,2.27E+08,2.26E+00
2454413.5, A.D. 2007-Nov-09 00:00:00.0000,8.02E+07,2.13E+08,2.48E+06,-2.18E+01,1.06E+01,7.57E-01,7.58E+02,2.27E+08,2.26E+00
2454415.5, A.D. 2007-Nov-11 00:00:00.0000,7.64E+07,2.14E+08,2.61E+06,-2.19E+01,1.02E+01,7.52E-01,7.59E+02,2.28E+08,2.26E+00
2454417.5, A.D. 2007-Nov-13 00:00:00.0000,7.26E+07,2.16E+08,2.74E+06,-2.20E+01,9.78E+00,7.46E-01,7.60E+02,2.28E+08,2.25E+00
2454419.5, A.D. 2007-Nov-15 00:00:00.0000,6.88E+07,2.18E+08,2.87E+06,-2.22E+01,9.36E+00,7.41E-01,7.62E+02,2.28E+08,2.25E+00
2454421.5, A.D. 2007-Nov-17 00:00:00.0000,6.50E+07,2.19E+08,3.00E+06,-2.23E+01,8.94E+00,7.35E-01,7.63E+02,2.29E+08,2.24E+00
2454423.5, A.D. 2007-Nov-19 00:00:00.0000,6.11E+07,2.21E+08,3.12E+06,-2.24E+01,8.52E+00,7.30E-01,7.64E+02,2.29E+08,2.24E+00
2454425.5, A.D. 2007-Nov-21 00:00:00.0000,5.72E+07,2.22E+08,3.25E+06,-2.25E+01,8.10E+00,7.23E-01,7.65E+02,2.29E+08,2.23E+00
2454427.5, A.D. 2007-Nov-23 00:00:00.0000,5.33E+07,2.24E+08,3.37E+06,-2.27E+01,7.68E+00,7.17E-01,7.67E+02,2.30E+08,2.22E+00
2454429.5, A.D. 2007-Nov-25 00:00:00.0000,4.94E+07,2.25E+08,3.50E+06,-2.27E+01,7.25E+00,7.11E-01,7.68E+02,2.30E+08,2.22E+00
2454431.5, A.D. 2007-Nov-27 00:00:00.0000,4.54E+07,2.26E+08,3.62E+06,-2.28E+01,6.83E+00,7.04E-01,7.69E+02,2.31E+08,2.21E+00
2454433.5, A.D. 2007-Nov-29 00:00:00.0000,4.15E+07,2.27E+08,3.74E+06,-2.29E+01,6.41E+00,6.97E-01,7.71E+02,2.31E+08,2.20E+00
2454435.5, A.D. 2007-Dec-01 00:00:00.0000,3.75E+07,2.28E+08,3.86E+06,-2.30E+01,5.99E+00,6.90E-01,7.72E+02,2.31E+08,2.19E+00
2454437.5, A.D. 2007-Dec-03 00:00:00.0000,3.35E+07,2.29E+08,3.98E+06,-2.31E+01,5.56E+00,6.83E-01,7.73E+02,2.32E+08,2.18E+00
2454439.5, A.D. 2007-Dec-05 00:00:00.0000,2.95E+07,2.30E+08,4.10E+06,-2.31E+01,5.14E+00,6.75E-01,7.74E+02,2.32E+08,2.17E+00
2454441.5, A.D. 2007-Dec-07 00:00:00.0000,2.55E+07,2.31E+08,4.21E+06,-2.32E+01,4.72E+00,6.68E-01,7.76E+02,2.33E+08,2.16E+00
2454443.5, A.D. 2007-Dec-09 00:00:00.0000,2.15E+07,2.32E+08,4.33E+06,-2.32E+01,4.30E+00,6.60E-01,7.77E+02,2.33E+08,2.14E+00
2454445.5, A.D. 2007-Dec-11 00:00:00.0000,1.75E+07,2.33E+08,4.44E+06,-2.32E+01,3.88E+00,6.52E-01,7.78E+02,2.33E+08,2.13E+00
2454447.5, A.D. 2007-Dec-13 00:00:00.0000,1.35E+07,2.33E+08,4.55E+06,-2.33E+01,3.46E+00,6.44E-01,7.79E+02,2.34E+08,2.12E+00
2454449.5, A.D. 2007-Dec-15 00:00:00.0000,9.48E+06,2.34E+08,4.66E+06,-2.33E+01,3.04E+00,6.36E-01,7.80E+02,2.34E+08,2.10E+00
2454451.5, A.D. 2007-Dec-17 00:00:00.0000,5.46E+06,2.34E+08,4.77E+06,-2.33E+01,2.62E+00,6.27E-01,7.82E+02,2.34E+08,2.09E+00
2454453.5, A.D. 2007-Dec-19 00:00:00.0000,1.43E+06,2.35E+08,4.88E+06,-2.33E+01,2.20E+00,6.19E-01,7.83E+02,2.35E+08,2.07E+00
2454455.5, A.D. 2007-Dec-21 00:00:00.0000,-2.60E+06,2.35E+08,4.99E+06,-2.33E+01,1.79E+00,6.10E-01,7.84E+02,2.35E+08,2.06E+00
2454457.5, A.D. 2007-Dec-23 00:00:00.0000,-6.63E+06,2.35E+08,5.09E+06,-2.33E+01,1.37E+00,6.01E-01,7.85E+02,2.35E+08,2.04E+00
2454459.5, A.D. 2007-Dec-25 00:00:00.0000,-1.07E+07,2.35E+08,5.19E+06,-2.33E+01,9.61E-01,5.92E-01,7.86E+02,2.36E+08,2.02E+00
2454461.5, A.D. 2007-Dec-27 00:00:00.0000,-1.47E+07,2.36E+08,5.30E+06,-2.33E+01,5.49E-01,5.83E-01,7.88E+02,2.36E+08,2.01E+00
2454463.5, A.D. 2007-Dec-29 00:00:00.0000,-1.87E+07,2.36E+08,5.40E+06,-2.32E+01,1.40E-01,5.74E-01,7.89E+02,2.36E+08,1.99E+00
2454465.5, A.D. 2007-Dec-31 00:00:00.0000,-2.27E+07,2.36E+08,5.49E+06,-2.32E+01,-2.68E-01,5.64E-01,7.90E+02,2.37E+08,1.97E+00
2454467.5, A.D. 2008-Jan-02 00:00:00.0000,-2.67E+07,2.36E+08,5.59E+06,-2.32E+01,-6.74E-01,5.55E-01,7.91E+02,2.37E+08,1.95E+00
2454469.5, A.D. 2008-Jan-04 00:00:00.0000,-3.07E+07,2.35E+08,5.69E+06,-2.31E+01,-1.08E+00,5.45E-01,7.92E+02,2.37E+08,1.93E+00
2454471.5, A.D. 2008-Jan-06 00:00:00.0000,-3.47E+07,2.35E+08,5.78E+06,-2.31E+01,-1.48E+00,5.35E-01,7.93E+02,2.38E+08,1.91E+00
2454473.5, A.D. 2008-Jan-08 00:00:00.0000,-3.87E+07,2.35E+08,5.87E+06,-2.30E+01,-1.88E+00,5.25E-01,7.94E+02,2.38E+08,1.89E+00
2454475.5, A.D. 2008-Jan-10 00:00:00.0000,-4.26E+07,2.35E+08,5.96E+06,-2.29E+01,-2.28E+00,5.15E-01,7.95E+02,2.38E+08,1.87E+00
2454477.5, A.D. 2008-Jan-12 00:00:00.0000,-4.66E+07,2.34E+08,6.05E+06,-2.28E+01,-2.67E+00,5.05E-01,7.97E+02,2.39E+08,1.85E+00
2454479.5, A.D. 2008-Jan-14 00:00:00.0000,-5.05E+07,2.34E+08,6.14E+06,-2.28E+01,-3.07E+00,4.95E-01,7.98E+02,2.39E+08,1.83E+00
2454481.5, A.D. 2008-Jan-16 00:00:00.0000,-5.45E+07,2.33E+08,6.22E+06,-2.27E+01,-3.46E+00,4.85E-01,7.99E+02,2.39E+08,1.81E+00
2454483.5, A.D. 2008-Jan-18 00:00:00.0000,-5.84E+07,2.32E+08,6.30E+06,-2.26E+01,-3.85E+00,4.74E-01,8.00E+02,2.40E+08,1.78E+00
2454485.5, A.D. 2008-Jan-20 00:00:00.0000,-6.23E+07,2.32E+08,6.38E+06,-2.25E+01,-4.23E+00,4.64E-01,8.01E+02,2.40E+08,1.76E+00
2454487.5, A.D. 2008-Jan-22 00:00:00.0000,-6.61E+07,2.31E+08,6.46E+06,-2.24E+01,-4.61E+00,4.53E-01,8.02E+02,2.40E+08,1.74E+00
2454489.5, A.D. 2008-Jan-24 00:00:00.0000,-7.00E+07,2.30E+08,6.54E+06,-2.23E+01,-4.99E+00,4.42E-01,8.03E+02,2.41E+08,1.71E+00
2454491.5, A.D. 2008-Jan-26 00:00:00.0000,-7.38E+07,2.29E+08,6.62E+06,-2.21E+01,-5.37E+00,4.31E-01,8.04E+02,2.41E+08,1.69E+00
2454493.5, A.D. 2008-Jan-28 00:00:00.0000,-7.77E+07,2.28E+08,6.69E+06,-2.20E+01,-5.75E+00,4.20E-01,8.05E+02,2.41E+08,1.66E+00
2454495.5, A.D. 2008-Jan-30 00:00:00.0000,-8.14E+07,2.27E+08,6.76E+06,-2.19E+01,-6.12E+00,4.10E-01,8.06E+02,2.42E+08,1.64E+00
2454497.5, A.D. 2008-Feb-01 00:00:00.0000,-8.52E+07,2.26E+08,6.83E+06,-2.18E+01,-6.49E+00,3.98E-01,8.07E+02,2.42E+08,1.61E+00
2454499.5, A.D. 2008-Feb-03 00:00:00.0000,-8.90E+07,2.25E+08,6.90E+06,-2.16E+01,-6.85E+00,3.87E-01,8.07E+02,2.42E+08,1.59E+00
2454501.5, A.D. 2008-Feb-05 00:00:00.0000,-9.27E+07,2.24E+08,6.97E+06,-2.15E+01,-7.21E+00,3.76E-01,8.08E+02,2.42E+08,1.56E+00
2454503.5, A.D. 2008-Feb-07 00:00:00.0000,-9.64E+07,2.23E+08,7.03E+06,-2.13E+01,-7.57E+00,3.65E-01,8.09E+02,2.43E+08,1.53E+00
2454505.5, A.D. 2008-Feb-09 00:00:00.0000,-1.00E+08,2.21E+08,7.09E+06,-2.12E+01,-7.93E+00,3.54E-01,8.10E+02,2.43E+08,1.51E+00
2454507.5, A.D. 2008-Feb-11 00:00:00.0000,-1.04E+08,2.20E+08,7.15E+06,-2.10E+01,-8.28E+00,3.42E-01,8.11E+02,2.43E+08,1.48E+00
2454509.5, A.D. 2008-Feb-13 00:00:00.0000,-1.07E+08,2.18E+08,7.21E+06,-2.08E+01,-8.63E+00,3.31E-01,8.12E+02,2.43E+08,1.45E+00
2454511.5, A.D. 2008-Feb-15 00:00:00.0000,-1.11E+08,2.17E+08,7.27E+06,-2.07E+01,-8.98E+00,3.19E-01,8.13E+02,2.44E+08,1.42E+00
2454513.5, A.D. 2008-Feb-17 00:00:00.0000,-1.14E+08,2.15E+08,7.32E+06,-2.05E+01,-9.32E+00,3.08E-01,8.13E+02,2.44E+08,1.40E+00
2454515.5, A.D. 2008-Feb-19 00:00:00.0000,-1.18E+08,2.14E+08,7.37E+06,-2.03E+01,-9.66E+00,2.96E-01,8.14E+02,2.44E+08,1.37E+00
2454517.5, A.D. 2008-Feb-21 00:00:00.0000,-1.21E+08,2.12E+08,7.42E+06,-2.01E+01,-9.99E+00,2.84E-01,8.15E+02,2.44E+08,1.34E+00
2454519.5, A.D. 2008-Feb-23 00:00:00.0000,-1.25E+08,2.10E+08,7.47E+06,-1.99E+01,-1.03E+01,2.73E-01,8.16E+02,2.45E+08,1.31E+00
2454521.5, A.D. 2008-Feb-25 00:00:00.0000,-1.28E+08,2.08E+08,7.52E+06,-1.97E+01,-1.06E+01,2.61E-01,8.17E+02,2.45E+08,1.28E+00
2454523.5, A.D. 2008-Feb-27 00:00:00.0000,-1.32E+08,2.06E+08,7.56E+06,-1.95E+01,-1.10E+01,2.49E-01,8.17E+02,2.45E+08,1.25E+00
2454525.5, A.D. 2008-Feb-29 00:00:00.0000,-1.35E+08,2.05E+08,7.60E+06,-1.93E+01,-1.13E+01,2.37E-01,8.18E+02,2.45E+08,1.22E+00
2454527.5, A.D. 2008-Mar-02 00:00:00.0000,-1.38E+08,2.03E+08,7.64E+06,-1.91E+01,-1.16E+01,2.26E-01,8.19E+02,2.45E+08,1.19E+00
2454529.5, A.D. 2008-Mar-04 00:00:00.0000,-1.42E+08,2.01E+08,7.68E+06,-1.89E+01,-1.19E+01,2.14E-01,8.19E+02,2.46E+08,1.16E+00
2454531.5, A.D. 2008-Mar-06 00:00:00.0000,-1.45E+08,1.98E+08,7.72E+06,-1.87E+01,-1.22E+01,2.02E-01,8.20E+02,2.46E+08,1.13E+00
2454533.5, A.D. 2008-Mar-08 00:00:00.0000,-1.48E+08,1.96E+08,7.75E+06,-1.84E+01,-1.25E+01,1.90E-01,8.21E+02,2.46E+08,1.10E+00
2454535.5, A.D. 2008-Mar-10 00:00:00.0000,-1.51E+08,1.94E+08,7.78E+06,-1.82E+01,-1.28E+01,1.78E-01,8.21E+02,2.46E+08,1.07E+00
2454537.5, A.D. 2008-Mar-12 00:00:00.0000,-1.54E+08,1.92E+08,7.81E+06,-1.80E+01,-1.31E+01,1.66E-01,8.22E+02,2.46E+08,1.04E+00
2454539.5, A.D. 2008-Mar-14 00:00:00.0000,-1.57E+08,1.90E+08,7.84E+06,-1.77E+01,-1.34E+01,1.54E-01,8.22E+02,2.47E+08,1.01E+00
2454541.5, A.D. 2008-Mar-16 00:00:00.0000,-1.61E+08,1.87E+08,7.86E+06,-1.75E+01,-1.37E+01,1.42E-01,8.23E+02,2.47E+08,9.75E-01
2454543.5, A.D. 2008-Mar-18 00:00:00.0000,-1.64E+08,1.85E+08,7.89E+06,-1.72E+01,-1.40E+01,1.30E-01,8.24E+02,2.47E+08,9.43E-01
