            JDTDB,            Calendar_Date,                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR
2454884.5, A.D. 2009-Feb-22 00:00:00.0000,1.03E+08,-1.83E+08,-7.21E+06,2.20E+01,1.48E+01,-2.65E+00,7.00E+02,2.10E+08,-2.01E+00
2454885.5, A.D. 2009-Feb-23 00:00:00.0000,1.05E+08,-1.81E+08,-7.44E+06,2.19E+01,1.51E+01,-2.64E+00,7.00E+02,2.10E+08,-1.98E+00
2454886.5, A.D. 2009-Feb-24 00:00:00.0000,1.07E+08,-1.80E+08,-7.67E+06,2.18E+01,1.53E+01,-2.62E+00,6.99E+02,2.10E+08,-1.94E+00
2454887.5, A.D. 2009-Feb-25 00:00:00.0000,1.09E+08,-1.79E+08,-7.89E+06,2.16E+01,1.55E+01,-2.61E+00,6.99E+02,2.09E+08,-1.91E+00
2454888.5, A.D. 2009-Feb-26 00:00:00.0000,1.11E+08,-1.77E+08,-8.12E+06,2.15E+01,1.57E+01,-2.60E+00,6.98E+02,2.09E+08,-1.88E+00
2454889.5, A.D. 2009-Feb-27 00:00:00.0000,1.12E+08,-1.76E+08,-8.34E+06,2.14E+01,1.60E+01,-2.59E+00,6.98E+02,2.09E+08,-1.85E+00
2454890.5, A.D. 2009-Feb-28 00:00:00.0000,1.14E+08,-1.75E+08,-8.57E+06,2.12E+01,1.62E+01,-2.58E+00,6.97E+02,2.09E+08,-1.81E+00
2454891.5, A.D. 2009-Mar-01 00:00:00.0000,1.16E+08,-1.73E+08,-8.79E+06,2.11E+01,1.64E+01,-2.57E+00,6.96E+02,2.09E+08,-1.78E+00
2454892.5, A.D. 2009-Mar-02 00:00:00.0000,1.18E+08,-1.72E+08,-9.01E+06,2.09E+01,1.66E+01,-2.56E+00,6.96E+02,2.09E+08,-1.75E+00
2454893.5, A.D. 2009-Mar-03 00:00:00.0000,1.20E+08,-1.70E+08,-9.23E+06,2.08E+01,1.68E+01,-2.54E+00,6.95E+02,2.09E+08,-1.71E+00
2454894.5, A.D. 2009-Mar-04 00:00:00.0000,1.22E+08,-1.69E+08,-9.45E+06,2.06E+01,1.70E+01,-2.53E+00,6.95E+02,2.08E+08,-1.68E+00
2454895.5, A.D. 2009-Mar-05 00:00:00.0000,1.23E+08,-1.67E+08,-9.67E+06,2.05E+01,1.73E+01,-2.52E+00,6.95E+02,2.08E+08,-1.64E+00
2454896.5, A.D. 2009-Mar-06 00:00:00.0000,1.25E+08,-1.66E+08,-9.88E+06,2.03E+01,1.75E+01,-2.51E+00,6.94E+02,2.08E+08,-1.61E+00
2454897.5, A.D. 2009-Mar-07 00:00:00.0000,1.27E+08,-1.64E+08,-1.01E+07,2.01E+01,1.77E+01,-2.49E+00,6.94E+02,2.08E+08,-1.57E+00
2454898.5, A.D. 2009-Mar-08 00:00:00.0000,1.29E+08,-1.63E+08,-1.03E+07,2.00E+01,1.79E+01,-2.48E+00,6.93E+02,2.08E+08,-1.54E+00
2454899.5, A.D. 2009-Mar-09 00:00:00.0000,1.30E+08,-1.61E+08,-1.05E+07,1.98E+01,1.81E+01,-2.47E+00,6.93E+02,2.08E+08,-1.50E+00
2454900.5, A.D. 2009-Mar-10 00:00:00.0000,1.32E+08,-1.60E+08,-1.07E+07,1.96E+01,1.83E+01,-2.45E+00,6.92E+02,2.08E+08,-1.47E+00
2454901.5, A.D. 2009-Mar-11 00:00:00.0000,1.34E+08,-1.58E+08,-1.10E+07,1.95E+01,1.85E+01,-2.44E+00,6.92E+02,2.07E+08,-1.43E+00
2454902.5, A.D. 2009-Mar-12 00:00:00.0000,1.35E+08,-1.57E+08,-1.12E+07,1.93E+01,1.87E+01,-2.42E+00,6.91E+02,2.07E+08,-1.40E+00
2454903.5, A.D. 2009-Mar-13 00:00:00.0000,1.37E+08,-1.55E+08,-1.14E+07,1.91E+01,1.89E+01,-2.41E+00,6.91E+02,2.07E+08,-1.36E+00
2454904.5, A.D. 2009-Mar-14 00:00:00.0000,1.39E+08,-1.53E+08,-1.16E+07,1.90E+01,1.91E+01,-2.39E+00,6.91E+02,2.07E+08,-1.32E+00
2454905.5, A.D. 2009-Mar-15 00:00:00.0000,1.40E+08,-1.52E+08,-1.18E+07,1.88E+01,1.93E+01,-2.38E+00,6.90E+02,2.07E+08,-1.29E+00
2454906.5, A.D. 2009-Mar-16 00:00:00.0000,1.42E+08,-1.50E+08,-1.20E+07,1.86E+01,1.95E+01,-2.36E+00,6.90E+02,2.07E+08,-1.25E+00
2454907.5, A.D. 2009-Mar-17 00:00:00.0000,1.44E+08,-1.48E+08,-1.22E+07,1.84E+01,1.97E+01,-2.35E+00,6.90E+02,2.07E+08,-1.21E+00
2454908.5, A.D. 2009-Mar-18 00:00:00.0000,1.45E+08,-1.47E+08,-1.24E+07,1.82E+01,1.99E+01,-2.33E+00,6.89E+02,2.07E+08,-1.18E+00
2454909.5, A.D. 2009-Mar-19 00:00:00.0000,1.47E+08,-1.45E+08,-1.26E+07,1.80E+01,2.01E+01,-2.32E+00,6.89E+02,2.07E+08,-1.14E+00
2454910.5, A.D. 2009-Mar-20 00:00:00.0000,1.48E+08,-1.43E+08,-1.28E+07,1.78E+01,2.03E+01,-2.30E+00,6.89E+02,2.06E+08,-1.10E+00
2454911.5, A.D. 2009-Mar-21 00:00:00.0000,1.50E+08,-1.41E+08,-1.30E+07,1.76E+01,2.04E+01,-2.28E+00,6.88E+02,2.06E+08,-1.06E+00
2454912.5, A.D. 2009-Mar-22 00:00:00.0000,1.51E+08,-1.40E+08,-1.32E+07,1.74E+01,2.06E+01,-2.26E+00,6.88E+02,2.06E+08,-1.03E+00
2454913.5, A.D. 2009-Mar-23 00:00:00.0000,1.53E+08,-1.38E+08,-1.34E+07,1.72E+01,2.08E+01,-2.25E+00,6.88E+02,2.06E+08,-9.87E-01
2454914.5, A.D. 2009-Mar-24 00:00:00.0000,1.54E+08,-1.36E+08,-1.36E+07,1.70E+01,2.10E+01,-2.23E+00,6.87E+02,2.06E+08,-9.49E-01
2454915.5, A.D. 2009-Mar-25 00:00:00.0000,1.56E+08,-1.34E+08,-1.38E+07,1.68E+01,2.12E+01,-2.21E+00,6.87E+02,2.06E+08,-9.11E-01
2454916.5, A.D. 2009-Mar-26 00:00:00.0000,1.57E+08,-1.32E+08,-1.40E+07,1.66E+01,2.13E+01,-2.19E+00,6.87E+02,2.06E+08,-8.72E-01
2454917.5, A.D. 2009-Mar-27 00:00:00.0000,1.59E+08,-1.30E+08,-1.41E+07,1.64E+01,2.15E+01,-2.17E+00,6.87E+02,2.06E+08,-8.34E-01
2454918.5, A.D. 2009-Mar-28 00:00:00.0000,1.60E+08,-1.29E+08,-1.43E+07,1.62E+01,2.17E+01,-2.16E+00,6.86E+02,2.06E+08,-7.95E-01
2454919.5, A.D. 2009-Mar-29 00:00:00.0000,1.61E+08,-1.27E+08,-1.45E+07,1.60E+01,2.19E+01,-2.14E+00,6.86E+02,2.06E+08,-7.56E-01
2454920.5, A.D. 2009-Mar-30 00:00:00.0000,1.63E+08,-1.25E+08,-1.47E+07,1.58E+01,2.20E+01,-2.12E+00,6.86E+02,2.06E+08,-7.17E-01
2454921.5, A.D. 2009-Mar-31 00:00:00.0000,1.64E+08,-1.23E+08,-1.49E+07,1.56E+01,2.22E+01,-2.10E+00,6.86E+02,2.06E+08,-6.78E-01
2454922.5, A.D. 2009-Apr-01 00:00:00.0000,1.65E+08,-1.21E+08,-1.51E+07,1.54E+01,2.23E+01,-2.08E+00,6.86E+02,2.06E+08,-6.38E-01
2454923.5, A.D. 2009-Apr-02 00:00:00.0000,1.67E+08,-1.19E+08,-1.52E+07,1.51E+01,2.25E+01,-2.06E+00,6.85E+02,2.05E+08,-5.99E-01
2454924.5, A.D. 2009-Apr-03 00:00:00.0000,1.68E+08,-1.17E+08,-1.54E+07,1.49E+01,2.27E+01,-2.04E+00,6.85E+02,2.05E+08,-5.60E-01
2454925.5, A.D. 2009-Apr-04 00:00:00.0000,1.69E+08,-1.15E+08,-1.56E+07,1.47E+01,2.28E+01,-2.02E+00,6.85E+02,2.05E+08,-5.20E-01
2454926.5, A.D. 2009-Apr-05 00:00:00.0000,1.71E+08,-1.13E+08,-1.58E+07,1.45E+01,2.30E+01,-2.00E+00,6.85E+02,2.05E+08,-4.80E-01
2454927.5, A.D. 2009-Apr-06 00:00:00.0000,1.72E+08,-1.11E+08,-1.59E+07,1.42E+01,2.31E+01,-1.98E+00,6.85E+02,2.05E+08,-4.41E-01
2454928.5, A.D. 2009-Apr-07 00:00:00.0000,1.73E+08,-1.09E+08,-1.61E+07,1.40E+01,2.33E+01,-1.95E+00,6.85E+02,2.05E+08,-4.01E-01
2454929.5, A.D. 2009-Apr-08 00:00:00.0000,1.74E+08,-1.07E+08,-1.63E+07,1.38E+01,2.34E+01,-1.93E+00,6.85E+02,2.05E+08,-3.61E-01
2454930.5, A.D. 2009-Apr-09 00:00:00.0000,1.75E+08,-1.05E+08,-1.64E+07,1.36E+01,2.35E+01,-1.91E+00,6.84E+02,2.05E+08,-3.21E-01
2454931.5, A.D. 2009-Apr-10 00:00:00.0000,1.77E+08,-1.03E+08,-1.66E+07,1.33E+01,2.37E+01,-1.89E+00,6.84E+02,2.05E+08,-2.81E-01
2454932.5, A.D. 2009-Apr-11 00:00:00.0000,1.78E+08,-1.01E+08,-1.68E+07,1.31E+01,2.38E+01,-1.87E+00,6.84E+02,2.05E+08,-2.41E-01
2454933.5, A.D. 2009-Apr-12 00:00:00.0000,1.79E+08,-9.90E+07,-1.69E+07,1.28E+01,2.40E+01,-1.84E+00,6.84E+02,2.05E+08,-2.01E-01
2454934.5, A.D. 2009-Apr-13 00:00:00.0000,1.80E+08,-9.69E+07,-1.71E+07,1.26E+01,2.41E+01,-1.82E+00,6.84E+02,2.05E+08,-1.61E-01
2454935.5, A.D. 2009-Apr-14 00:00:00.0000,1.81E+08,-9.48E+07,-1.72E+07,1.24E+01,2.42E+01,-1.80E+00,6.84E+02,2.05E+08,-1.21E-01
2454936.5, A.D. 2009-Apr-15 00:00:00.0000,1.82E+08,-9.27E+07,-1.74E+07,1.21E+01,2.43E+01,-1.78E+00,6.84E+02,2.05E+08,-8.05E-02
2454937.5, A.D. 2009-Apr-16 00:00:00.0000,1.83E+08,-9.06E+07,-1.76E+07,1.19E+01,2.45E+01,-1.75E+00,6.84E+02,2.05E+08,-4.04E-02
2454938.5, A.D. 2009-Apr-17 00:00:00.0000,1.84E+08,-8.85E+07,-1.77E+07,1.16E+01,2.46E+01,-1.73E+00,6.84E+02,2.05E+08,-2.25E-04
2454939.5, A.D. 2009-Apr-18 00:00:00.0000,1.85E+08,-8.64E+07,-1.79E+07,1.14E+01,2.47E+01,-1.71E+00,6.84E+02,2.05E+08,3.99E-02
2454940.5, A.D. 2009-Apr-19 00:00:00.0000,1.86E+08,-8.42E+07,-1.80E+07,1.11E+01,2.48E+01,-1.68E+00,6.84E+02,2.05E+08,8.01E-02
2454941.5, A.D. 2009-Apr-20 00:00:00.0000,1.87E+08,-8.21E+07,-1.81E+07,1.09E+01,2.49E+01,-1.66E+00,6.84E+02,2.05E+08,1.20E-01
2454942.5, A.D. 2009-Apr-21 00:00:00.0000,1.88E+08,-7.99E+07,-1.83E+07,1.07E+01,2.50E+01,-1.63E+00,6.84E+02,2.05E+08,1.60E-01
2454943.5, A.D. 2009-Apr-22 00:00:00.0000,1.89E+08,-7.78E+07,-1.84E+07,1.04E+01,2.51E+01,-1.61E+00,6.84E+02,2.05E+08,2.00E-01
2454944.5, A.D. 2009-Apr-23 00:00:00.0000,1.90E+08,-7.56E+07,-1.86E+07,1.02E+01,2.52E+01,-1.58E+00,6.84E+02,2.05E+08,2.40E-01
2454945.5, A.D. 2009-Apr-24 00:00:00.0000,1.91E+08,-7.34E+07,-1.87E+07,9.90E+00,2.53E+01,-1.56E+00,6.84E+02,2.05E+08,2.81E-01
2454946.5, A.D. 2009-Apr-25 00:00:00.0000,1.92E+08,-7.12E+07,-1.88E+07,9.64E+00,2.54E+01,-1.53E+00,6.84E+02,2.05E+08,3.20E-01
2454947.5, A.D. 2009-Apr-26 00:00:00.0000,1.92E+08,-6.90E+07,-1.90E+07,9.39E+00,2.55E+01,-1.51E+00,6.85E+02,2.05E+08,3.60E-01
2454948.5, A.D. 2009-Apr-27 00:00:00.0000,1.93E+08,-6.68E+07,-1.91E+07,9.13E+00,2.56E+01,-1.48E+00,6.85E+02,2.05E+08,4.00E-01
2454949.5, A.D. 2009-Apr-28 00:00:00.0000,1.94E+08,-6.46E+07,-1.92E+07,8.88E+00,2.57E+01,-1.46E+00,6.85E+02,2.05E+08,4.40E-01
2454950.5, A.D. 2009-Apr-29 00:00:00.0000,1.95E+08,-6.24E+07,-1.93E+07,8.62E+00,2.58E+01,-1.43E+00,6.85E+02,2.05E+08,4.80E-01
2454951.5, A.D. 2009-Apr-30 00:00:00.0000,1.95E+08,-6.01E+07,-1.95E+07,8.36E+00,2.59E+01,-1.41E+00,6.85E+02,2.05E+08,5.19E-01
2454952.5, A.D. 2009-May-01 00:00:00.0000,1.96E+08,-5.79E+07,-1.96E+07,8.10E+00,2.59E+01,-1.38E+00,6.85E+02,2.05E+08,5.59E-01
2454953.5, A.D. 2009-May-02 00:00:00.0000,1.97E+08,-5.56E+07,-1.97E+07,7.84E+00,2.60E+01,-1.36E+00,6.85E+02,2.05E+08,5.99E-01
2454954.5, A.D. 2009-May-03 00:00:00.0000,1.97E+08,-5.34E+07,-1.98E+07,7.58E+00,2.61E+01,-1.33E+00,6.86E+02,2.06E+08,6.38E-01
2454955.5, A.D. 2009-May-04 00:00:00.0000,1.98E+08,-5.11E+07,-1.99E+07,7.32E+00,2.62E+01,-1.30E+00,6.86E+02,2.06E+08,6.77E-01
2454956.5, A.D. 2009-May-05 00:00:00.0000,1.99E+08,-4.89E+07,-2.00E+07,7.06E+00,2.62E+01,-1.28E+00,6.86E+02,2.06E+08,7.16E-01
2454957.5, A.D. 2009-May-06 00:00:00.0000,1.99E+08,-4.66E+07,-2.02E+07,6.80E+00,2.63E+01,-1.25E+00,6.86E+02,2.06E+08,7.55E-01
2454958.5, A.D. 2009-May-07 00:00:00.0000,2.00E+08,-4.43E+07,-2.03E+07,6.53E+00,2.63E+01,-1.22E+00,6.86E+02,2.06E+08,7.94E-01
2454959.5, A.D. 2009-May-08 00:00:00.0000,2.00E+08,-4.21E+07,-2.04E+07,6.27E+00,2.64E+01,-1.20E+00,6.87E+02,2.06E+08,8.33E-01
2454960.5, A.D. 2009-May-09 00:00:00.0000,2.01E+08,-3.98E+07,-2.05E+07,6.01E+00,2.65E+01,-1.17E+00,6.87E+02,2.06E+08,8.72E-01
2454961.5, A.D. 2009-May-10 00:00:00.0000,2.02E+08,-3.75E+07,-2.06E+07,5.74E+00,2.65E+01,-1.14E+00,6.87E+02,2.06E+08,9.10E-01
2454962.5, A.D. 2009-May-11 00:00:00.0000,2.02E+08,-3.52E+07,-2.07E+07,5.48E+00,2.65E+01,-1.12E+00,6.87E+02,2.06E+08,9.48E-01
2454963.5, A.D. 2009-May-12 00:00:00.0000,2.02E+08,-3.29E+07,-2.08E+07,5.21E+00,2.66E+01,-1.09E+00,6.88E+02,2.06E+08,9.87E-01
2454964.5, A.D. 2009-May-13 00:00:00.0000,2.03E+08,-3.06E+07,-2.09E+07,4.95E+00,2.66E+01,-1.06E+00,6.88E+02,2.06E+08,1.02E+00
2454965.5, A.D. 2009-May-14 00:00:00.0000,2.03E+08,-2.83E+07,-2.09E+07,4.68E+00,2.67E+01,-1.03E+00,6.88E+02,2.06E+08,1.06E+00
2454966.5, A.D. 2009-May-15 00:00:00.0000,2.04E+08,-2.60E+07,-2.10E+07,4.42E+00,2.67E+01,-1.01E+00,6.89E+02,2.06E+08,1.10E+00
2454967.5, A.D. 2009-May-16 00:00:00.0000,2.04E+08,-2.37E+07,-2.11E+07,4.15E+00,2.67E+01,-9.80E-01,6.89E+02,2.07E+08,1.14E+00
2454968.5, A.D. 2009-May-17 00:00:00.0000,2.04E+08,-2.14E+07,-2.12E+07,3.89E+00,2.68E+01,-9.52E-01,6.89E+02,2.07E+08,1.17E+00
2454969.5, A.D. 2009-May-18 00:00:00.0000,2.05E+08,-1.91E+07,-2.13E+07,3.62E+00,2.68E+01,-9.24E-01,6.90E+02,2.07E+08,1.21E+00
2454970.5, A.D. 2009-May-19 00:00:00.0000,2.05E+08,-1.67E+07,-2.14E+07,3.36E+00,2.68E+01,-8.97E-01,6.90E+02,2.07E+08,1.25E+00
2454971.5, A.D. 2009-May-20 00:00:00.0000,2.05E+08,-1.44E+07,-2.14E+07,3.09E+00,2.68E+01,-8.69E-01,6.90E+02,2.07E+08,1.29E+00
2454972.5, A.D. 2009-May-21 00:00:00.0000,2.06E+08,-1.21E+07,-2.15E+07,2.82E+00,2.69E+01,-8.41E-01,6.91E+02,2.07E+08,1.32E+00
2454973.5, A.D. 2009-May-22 00:00:00.0000,2.06E+08,-9.78E+06,-2.16E+07,2.56E+00,2.69E+01,-8.13E-01,6.91E+02,2.07E+08,1.36E+00
2454974.5, A.D. 2009-May-23 00:00:00.0000,2.06E+08,-7.45E+06,-2.17E+07,2.29E+00,2.69E+01,-7.86E-01,6.91E+02,2.07E+08,1.39E+00
2454975.5, A.D. 2009-May-24 00:00:00.0000,2.06E+08,-5.13E+06,-2.17E+07,2.03E+00,2.69E+01,-7.58E-01,6.92E+02,2.07E+08,1.43E+00
2454976.5, A.D. 2009-May-25 00:00:00.0000,2.06E+08,-2.81E+06,-2.18E+07,1.76E+00,2.69E+01,-7.30E-01,6.92E+02,2.08E+08,1.47E+00
2454977.5, A.D. 2009-May-26 00:00:00.0000,2.07E+08,-4.84E+05,-2.18E+07,1.50E+00,2.69E+01,-7.02E-01,6.93E+02,2.08E+08,1.50E+00
2454978.5, A.D. 2009-May-27 00:00:00.0000,2.07E+08,1.84E+06,-2.19E+07,1.23E+00,2.69E+01,-6.74E-01,6.93E+02,2.08E+08,1.54E+00
2454979.5, A.D. 2009-May-28 00:00:00.0000,2.07E+08,4.16E+06,-2.20E+07,9.71E-01,2.69E+01,-6.46E-01,6.94E+02,2.08E+08,1.57E+00
2454980.5, A.D. 2009-May-29 00:00:00.0000,2.07E+08,6.49E+06,-2.20E+07,7.08E-01,2.69E+01,-6.18E-01,6.94E+02,2.08E+08,1.61E+00
2454981.5, A.D. 2009-May-30 00:00:00.0000,2.07E+08,8.81E+06,-2.21E+07,4.45E-01,2.69E+01,-5.90E-01,6.95E+02,2.08E+08,1.64E+00
2454982.5, A.D. 2009-May-31 00:00:00.0000,2.07E+08,1.11E+07,-2.21E+07,1.82E-01,2.69E+01,-5.62E-01,6.95E+02,2.08E+08,1.68E+00
2454983.5, A.D. 2009-Jun-01 00:00:00.0000,2.07E+08,1.35E+07,-2.22E+07,-8.00E-02,2.68E+01,-5.34E-01,6.95E+02,2.08E+08,1.71E+00
2454984.5, A.D. 2009-Jun-02 00:00:00.0000,2.07E+08,1.58E+07,-2.22E+07,-3.41E-01,2.68E+01,-5.05E-01,6.96E+02,2.09E+08,1.74E+00
2454985.5, A.D. 2009-Jun-03 00:00:00.0000,2.07E+08,1.81E+07,-2.23E+07,-6.02E-01,2.68E+01,-4.77E-01,6.96E+02,2.09E+08,1.78E+00
2454986.5, A.D. 2009-Jun-04 00:00:00.0000,2.07E+08,2.04E+07,-2.23E+07,-8.62E-01,2.68E+01,-4.49E-01,6.97E+02,2.09E+08,1.81E+00
2454987.5, A.D. 2009-Jun-05 00:00:00.0000,2.07E+08,2.27E+07,-2.23E+07,-1.12E+00,2.68E+01,-4.21E-01,6.98E+02,2.09E+08,1.84E+00
2454988.5, A.D. 2009-Jun-06 00:00:00.0000,2.07E+08,2.50E+07,-2.24E+07,-1.38E+00,2.67E+01,-3.93E-01,6.98E+02,2.09E+08,1.88E+00
2454989.5, A.D. 2009-Jun-07 00:00:00.0000,2.06E+08,2.73E+07,-2.24E+07,-1.64E+00,2.67E+01,-3.65E-01,6.99E+02,2.09E+08,1.91E+00
2454990.5, A.D. 2009-Jun-08 00:00:00.0000,2.06E+08,2.96E+07,-2.24E+07,-1.90E+00,2.67E+01,-3.37E-01,6.99E+02,2.10E+08,1.94E+00
2454991.5, A.D. 2009-Jun-09 00:00:00.0000,2.06E+08,3.19E+07,-2.25E+07,-2.15E+00,2.66E+01,-3.10E-01,7.00E+02,2.10E+08,1.97E+00
2454992.5, A.D. 2009-Jun-10 00:00:00.0000,2.06E+08,3.42E+07,-2.25E+07,-2.42E+00,2.66E+01,-2.85E-01,7.00E+02,2.10E+08,2.00E+00
2454993.5, A.D. 2009-Jun-11 00:00:00.0000,2.06E+08,3.65E+07,-2.25E+07,-2.68E+00,2.65E+01,-2.60E-01,7.01E+02,2.10E+08,2.02E+00
2454994.5, A.D. 2009-Jun-12 00:00:00.0000,2.05E+08,3.88E+07,-2.25E+07,-2.94E+00,2.65E+01,-2.34E-01,7.01E+02,2.10E+08,2.05E+00
2454995.5, A.D. 2009-Jun-13 00:00:00.0000,2.05E+08,4.11E+07,-2.26E+07,-3.19E+00,2.64E+01,-2.09E-01,7.02E+02,2.10E+08,2.07E+00
2454996.5, A.D. 2009-Jun-14 00:00:00.0000,2.05E+08,4.34E+07,-2.26E+07,-3.45E+00,2.64E+01,-1.84E-01,7.03E+02,2.11E+08,2.10E+00
2454997.5, A.D. 2009-Jun-15 00:00:00.0000,2.05E+08,4.57E+07,-2.26E+07,-3.71E+00,2.63E+01,-1.59E-01,7.03E+02,2.11E+08,2.12E+00
2454998.5, A.D. 2009-Jun-16 00:00:00.0000,2.04E+08,4.79E+07,-2.26E+07,-3.96E+00,2.63E+01,-1.33E-01,7.04E+02,2.11E+08,2.15E+00
2454999.5, A.D. 2009-Jun-17 00:00:00.0000,2.04E+08,5.02E+07,-2.26E+07,-4.22E+00,2.62E+01,-1.08E-01,7.04E+02,2.11E+08,2.17E+00
2455000.5, A.D. 2009-Jun-18 00:00:00.0000,2.04E+08,5.25E+07,-2.26E+07,-4.47E+00,2.61E+01,-8.20E-02,7.05E+02,2.11E+08,2.19E+00
2455001.5, A.D. 2009-Jun-19 00:00:00.0000,2.03E+08,5.47E+07,-2.26E+07,-4.72E+00,2.61E+01,-5.66E-02,7.06E+02,2.12E+08,2.21E+00
2455002.5, A.D. 2009-Jun-20 00:00:00.0000,2.03E+08,5.70E+07,-2.26E+07,-4.97E+00,2.60E+01,-3.12E-02,7.06E+02,2.12E+08,2.23E+00
2455003.5, A.D. 2009-Jun-21 00:00:00.0000,2.02E+08,5.92E+07,-2.26E+07,-5.23E+00,2.59E+01,-5.86E-03,7.07E+02,2.12E+08,2.26E+00
2455004.5, A.D. 2009-Jun-22 00:00:00.0000,2.02E+08,6.14E+07,-2.26E+07,-5.47E+00,2.59E+01,1.94E-02,7.08E+02,2.12E+08,2.28E+00
2455005.5, A.D. 2009-Jun-23 00:00:00.0000,2.01E+08,6.37E+07,-2.26E+07,-5.72E+00,2.58E+01,4.53E-02,7.08E+02,2.12E+08,2.30E+00
2455006.5, A.D. 2009-Jun-24 00:00:00.0000,2.01E+08,6.59E+07,-2.26E+07,-5.97E+00,2.57E+01,7.09E-02,7.09E+02,2.13E+08,2.32E+00
2455007.5, A.D. 2009-Jun-25 00:00:00.0000,2.00E+08,6.81E+07,-2.26E+07,-6.21E+00,2.56E+01,9.65E-02,7.10E+02,2.13E+08,2.34E+00
2455008.5, A.D. 2009-Jun-26 00:00:00.0000,2.00E+08,7.03E+07,-2.26E+07,-6.46E+00,2.55E+01,1.22E-01,7.10E+02,2.13E+08,2.36E+00
2455009.5, A.D. 2009-Jun-27 00:00:00.0000,1.99E+08,7.25E+07,-2.26E+07,-6.70E+00,2.54E+01,1.47E-01,7.11E+02,2.13E+08,2.38E+00
2455010.5, A.D. 2009-Jun-28 00:00:00.0000,1.99E+08,7.47E+07,-2.26E+07,-6.94E+00,2.54E+01,1.73E-01,7.12E+02,2.13E+08,2.40E+00
2455011.5, A.D. 2009-Jun-29 00:00:00.0000,1.98E+08,7.69E+07,-2.26E+07,-7.18E+00,2.53E+01,1.98E-01,7.12E+02,2.14E+08,2.42E+00
2455012.5, A.D. 2009-Jun-30 00:00:00.0000,1.97E+08,7.91E+07,-2.25E+07,-7.42E+00,2.52E+01,2.23E-01,7.13E+02,2.14E+08,2.44E+00
2455013.5, A.D. 2009-Jul-01 00:00:00.0000,1.97E+08,8.13E+07,-2.25E+07,-7.66E+00,2.51E+01,2.49E-01,7.14E+02,2.14E+08,2.46E+00
2455014.5, A.D. 2009-Jul-02 00:00:00.0000,1.96E+08,8.34E+07,-2.25E+07,-7.89E+00,2.50E+01,2.75E-01,7.15E+02,2.14E+08,2.48E+00
2455015.5, A.D. 2009-Jul-03 00:00:00.0000,1.95E+08,8.56E+07,-2.25E+07,-8.13E+00,2.49E+01,3.01E-01,7.15E+02,2.14E+08,2.49E+00
2455016.5, A.D. 2009-Jul-04 00:00:00.0000,1.95E+08,8.77E+07,-2.24E+07,-8.36E+00,2.48E+01,3.27E-01,7.16E+02,2.15E+08,2.51E+00
2455017.5, A.D. 2009-Jul-05 00:00:00.0000,1.94E+08,8.99E+07,-2.24E+07,-8.59E+00,2.47E+01,3.52E-01,7.17E+02,2.15E+08,2.53E+00
2455018.5, A.D. 2009-Jul-06 00:00:00.0000,1.93E+08,9.20E+07,-2.24E+07,-8.82E+00,2.46E+01,3.78E-01,7.17E+02,2.15E+08,2.54E+00
2455019.5, A.D. 2009-Jul-07 00:00:00.0000,1.92E+08,9.41E+07,-2.24E+07,-9.05E+00,2.45E+01,4.03E-01,7.18E+02,2.15E+08,2.56E+00
2455020.5, A.D. 2009-Jul-08 00:00:00.0000,1.92E+08,9.62E+07,-2.23E+07,-9.28E+00,2.43E+01,4.29E-01,7.19E+02,2.16E+08,2.58E+00
2455021.5, A.D. 2009-Jul-09 00:00:00.0000,1.91E+08,9.83E+07,-2.23E+07,-9.50E+00,2.42E+01,4.54E-01,7.20E+02,2.16E+08,2.59E+00
2455022.5, A.D. 2009-Jul-10 00:00:00.0000,1.90E+08,1.00E+08,-2.22E+07,-9.72E+00,2.41E+01,4.80E-01,7.20E+02,2.16E+08,2.61E+00
2455023.5, A.D. 2009-Jul-11 00:00:00.0000,1.89E+08,1.02E+08,-2.22E+07,-9.95E+00,2.40E+01,5.05E-01,7.21E+02,2.16E+08,2.62E+00
2455024.5, A.D. 2009-Jul-12 00:00:00.0000,1.88E+08,1.05E+08,-2.21E+07,-1.02E+01,2.39E+01,5.30E-01,7.22E+02,2.16E+08,2.64E+00
2455025.5, A.D. 2009-Jul-13 00:00:00.0000,1.87E+08,1.07E+08,-2.21E+07,-1.04E+01,2.38E+01,5.55E-01,7.23E+02,2.17E+08,2.65E+00
2455026.5, A.D. 2009-Jul-14 00:00:00.0000,1.86E+08,1.09E+08,-2.21E+07,-1.06E+01,2.36E+01,5.80E-01,7.23E+02,2.17E+08,2.67E+00
2455027.5, A.D. 2009-Jul-15 00:00:00.0000,1.85E+08,1.11E+08,-2.20E+07,-1.08E+01,2.35E+01,6.05E-01,7.24E+02,2.17E+08,2.68E+00
2455028.5, A.D. 2009-Jul-16 00:00:00.0000,1.85E+08,1.13E+08,-2.19E+07,-1.10E+01,2.34E+01,6.30E-01,7.25E+02,2.17E+08,2.70E+00
2455029.5, A.D. 2009-Jul-17 00:00:00.0000,1.84E+08,1.15E+08,-2.19E+07,-1.12E+01,2.33E+01,6.55E-01,7.26E+02,2.18E+08,2.71E+00
2455030.5, A.D. 2009-Jul-18 00:00:00.0000,1.83E+08,1.17E+08,-2.18E+07,-1.15E+01,2.31E+01,6.79E-01,7.27E+02,2.18E+08,2.73E+00
